address,capacity,lat,lon,name,project
"Rua Alberto Tôrres, lateral da Caixa  / esquina com Rua José do Patrocínio",11,-30.04069,-51.22224,15 - Rua Alberto Tôrres,BikePOA
Rua da República em frente ao número 618 / E.E.E.F. Prof. Olintho de Oliveira,15,-30.03987,-51.22526,16 - República,BikePOA
"Av. Praia de Belas, oposto ao número 442 / na Praça Isabel, a católica",15,-30.0424594,-51.227767,17 - Praça Isabel,BikePOA
"Av Aureliano de Figueiredo Pinto, em frente ao número 80 / Ministério Público",15,-30.0421054,-51.2316598,18 - Ministério Público,BikePOA
Rotatório entre Avenida Loureiro da Silva e Avenida Edvaldo Pereira Paiva,31,-30.0369414,-51.2408549,19 - Rótula do Gasômetro,BikePOA
"Avenida Praia de Belas frente ao número 954, oposto ao Batalhão de Ferro",15,-30.0473256,-51.2273043,20 - Praia de Belas,BikePOA
"R. Cecília Meireles, esquina com Av Borges de Medeiros / em frente a Praça Itália",19,-30.0508652,-51.2297232,21 - Praça Itália,BikePOA
Avenida Bastian em frente ao numero 332 / esquina com Rua Mucio Teixeira,15,-30.05042,-51.224119,22 - Av. Bastian,BikePOA
"Av. 17 de junho, em frente ao número 743",15,-30.0474116,-51.2217653,23 - 17 de junho,BikePOA
Avenida Ipiranga / canteiro central da Avenida Érico Veríssimo,15,-30.0485392,-51.2185795,24 - Cascatinha,BikePOA
Rua Mucio Teixeira calçada do supermercado Nacional / esquina com Rua Barão de Gravataí,27,-30.04448,-51.22344,25 - Estação Nacional,BikePOA
Rua José do Patrocínio oposto ao número 1050 / Praça Garibaldi,23,-30.04352,-51.2196,26 - Praça Garibaldi,BikePOA
Praça Piratini / esquina com Avenida João Pessoa,15,-30.045394,-51.213444,27 - Estação João Pessoa,BikePOA
"Av.Venâncio Aires, 449",15,-30.04102,-51.21593,28 - Venâncio Aires,BikePOA
Avenida Jerônimo de Ornelas em frente ao número 287 / cruzamento com Rua Santana,15,-30.0420262,-51.2119316,29 - Praça Maj. Joaquim de Queirós,BikePOA
Rua Vieira de Castro em frente ao número 133,15,-30.03888,-51.21223,30 - Vieira de Castro,BikePOA
Rua Eduardo Zacaro Faraco oposto ao 2574 / esquina com Avenida Ramiro Barcelos (Campus Saúde UFRGS),27,-30.0414643,-51.2080677,31 - UFRGS Campus Saúde,BikePOA
"Av. Jerônimo de Ornelas,  2350 / esquina com Av. Ramiro Barcelos",11,-30.0395448,-51.2081083,32 - Hospital de Clínicas,BikePOA
"Largo Doutor José Faibes Lubianca, no estacionamento em frente à Galeria Mercado do Bonfim",23,-30.0360183,-51.2110323,33 - Redenção Mercadinho,BikePOA
"Rua Antão de Faria, oposto ao número 6 / esquina com Rua Dr. Barros Cassal",15,-30.0318227,-51.2171141,34 - Barros Cassal,BikePOA
Rua Irmão José Otao / esquina com a Rua Santo Antônio,15,-30.0311348,-51.21441957,35 - Irmão José Otao,BikePOA
"Rua Fernandes Vieira, 286 / Esquina Rua Vasco da Gama",19,-30.0319514,-51.2108426,36 - Fernandes Vieira,BikePOA
Rua Miguel Tostes em frente ao número 505 / esquina com Rua Vasco da Gama,19,-30.0325726,-51.2059061,37 - Rua Miguel Tostes,BikePOA
"Rua César Lombroso, oposto ao número 19",19,-30.035123,-51.208183,38 - R. César Lombroso,BikePOA
Rua Dr. Florêncio Ygartua em frente ao numero 491,19,-30.0309898,-51.203078,39 - Goethe,BikePOA
Rua 24 de Outubro oposto ao numero 742 em frente ao Parque Moinhos de Vento,23,-30.024931,-51.2010224,40 - Parcão,BikePOA
"Av.Padre Cacique, oposto ao nº 2000",27,-30.07694444,-51.245,41 - Iberê,BikePOA
Prefeitura,15,-8.05529,-34.87221,1 - Prefeitura,BikePE
Praça Tiradentes,15,-8.05873,-34.87247,2 - Praça Tiradentes,BikePE
Rua do Bom Jesus com Rua Barão Rodrigues Mendes,23,-8.061392,-34.871049,3 - Praça do Arsenal,BikePE
Av. Rio Branco,23,-8.0625979,-34.872696,4 - Boulevard Rio Branco,BikePE
Paço Alfândega,23,-8.063705,-34.8742113,5 - Paço Alfândega,BikePE
Cais de Santa Rita,15,-8.06707,-34.8757,6 - Cais de Santa Rita,BikePE
Praça da República,19,-8.06112,-34.87839,7 - Praça da República,BikePE
Praça da Independência,23,-8.06418,-34.87837,8 - Praça da Independência,BikePE
Praça Joaquim Nabuco,23,-8.06444,-34.88135,9 - Praça Joaquim Nabuco,BikePE
Casa da Cultura,27,-8.06673,-34.88294,10 - Casa da Cultura,BikePE
Ponte do Limoeiro,15,-8.05039,-34.87397,11 - Ponte do Limoeiro,BikePE
Obelisco Aurora,23,-8.05316,-34.87581,12 - Camilo Simões,BikePE
Tortura Nunca Mais,19,-8.056193,-34.878319,13 - Tortura Nunca Mais,BikePE
Parque Treze de Maio,19,-8.05854,-34.88106,14 - Parque Treze de Maio,BikePE
"Rua Dr. Sebastião Lins, lateral do Cinema São Luiz",11,-8.0623763,-34.8819838,15 - Cine São Luiz,BikePE
Matriz da Boa Vista,15,-8.06263,-34.88519,16 - Matriz da Boa Vista,BikePE
Igreja de Santa Cruz,15,-8.06231,-34.88813,17 - Igreja de Santa Cruz,BikePE
Riachuelo,15,-8.05826,-34.88571,18 - Riachuelo,BikePE
"Rua Gervásio Pires, em frente ao número 826 e oposto ao Conselho Tutelar",15,-8.0543316,-34.8840345,19 - Sossego.,BikePE
"Rua Gervásio Pires, oposto ao número 1075",15,-8.0534341,-34.882595,20 - Palmares,BikePE
Diário de Pernambuco,15,-8.0512256,-34.87922,21 - Diário de Pernambuco,BikePE
Frei Cassimiro,15,-8.0480364,-34.8780758,22 - Frei Cassimiro,BikePE
"Praça do Campo Santo, oposto ao SESC / esquina com Rua do Pombal",19,-8.0499004,-34.8827713,23 - SESC Santo Amaro,BikePE
Cemitério de Santo Amaro,15,-8.051161,-34.8862102,24 - Cemitério de Santo Amaro,BikePE
"Rua Afonso Pena esquina com a Rua Bernardo Guimarães / Universidade Católica de
Pernambuco",19,-8.0542505,-34.8881673,25 - Rua do Lazer,BikePE
Praça Oswaldo Cruz / esquina com a Rua João Fernandes Vieira,19,-8.0546704,-34.8910526,26 - Praça Oswaldo Cruz,BikePE
"Rua da Soledade, oposto ao 259, próximo ao Posto de Atendimento VEM / esquina
com Av Conde da Boa Vista",15,-8.0579007,-34.8899672,27 - Rua da Soledade,BikePE
Rua Joaquim de Brito em frente ao número 29 / esquina com Rua Visconde de Goiana,15,-8.0613555,-34.8921045,28 - Salesiano,BikePE
Rua Praça Dr Fernando Figueira em frente à Praça Miguel de Cervantes,15,-8.065077,-34.8937564,29 - Praça Miguel de Cervantes,BikePE
"R. Capitão Lima em frente ao número 250 / Sistema Jornal do Commercio de
Comunicação (SJCC)",15,-8.0534257,-34.8787347,30 - SJCC,BikePE
"Rua Epaminondas de Melo, oposto ao numero 195 / oposto Hapvida",11,-8.0605663,-34.8982899,31 - Epaminondas,BikePE
"Rua Doná Benvinda, oposta ao número 230, próximo à Praça Chora Menino",15,-8.0606218,-34.8951776,32 - Praça Chora Menino,BikePE
"Rua Dom Bosco, oposto ao número 895 / Conferência Nacional dos Bispos do Brasil",15,-8.0583128,-34.8944371,33 - CNBB,BikePE
"Rua Silva Ramos, oposto ao número 37 / esquina com Av Governador Carlos de Lima
Cavalcanti",15,-8.0560306,-34.8964212,34 - R. Silva Ramos,BikePE
"R. Praça do Derby, proximo à Rua Feliciano Gomes / ao lado do ponto de ônibus",23,-8.0560671,-34.8991701,35 - Praça do Derby,BikePE
"Rua Prof Benedito Monteiro, oposto à entrada do estacionamento da Escola Politécnica
de Pernambuco (em frente à Lanchonete do Tio)",23,-8.0595212,-34.9038211,36 - Politécnica,BikePE
"Rua Guilherme Pinto, em frente a Praça João Pereira Borges / próximo a Rua Dr Osvaldo
Lima",15,-8.0544086,-34.9018285,37 - Praça João Pereira Borges,BikePE
"Av Beira Rio, oposto ao número 771",15,-8.0520241,-34.9050039,38 - Ponte da Capunga,BikePE
"Rua das Graças, oposto ao número 20 / em frente ao Instituto Capibaribe",15,-8.0505195,-34.9018615,39 - Instituto Capibaribe,BikePE
"Av Beira Rio, na baia de estacionamento oposta à Praça Domingos Giovanetti / próximo à
Rua Clóvis Beviláqua",17,-8.047239,-34.9042585,40 - Beira Rio,BikePE
"Rua Ten. Antônio João, lateral do Edifício Empresarial Rui Barbosa / próximo ao Colégio
Presbiteriano Agnes Erskine",15,-8.0466918,-34.9013058,41 - Colégio Agnes Erskine,BikePE
"Praça do Entroncamento, próximo a Av Conselheiro Rosa e Silva",15,-8.0504888,-34.896989,42 - Praça do Entrocamento,BikePE
"Rua Samuel Pinto, oposto ao Conselho Estadual de Saúde de Pernambuco / esquina com
Rua João Fernandes Vieira",15,-8.0520986,-34.8926042,43 - Rua Samuel Pinto,BikePE
"Av Montevidéo, oposto ao número 276, em frente à Praça Otília",11,-8.0493548,-34.8926596,44 - Praça Otília,BikePE
"Rua Bruno Maia, oposto ao número 505 / esquina com Av Conselheiro Rosa e Silva",15,-8.0469895,-34.8969794,45 - R. Bruno Maia,BikePE
Rua Adalberto Camargo oposto ao número 82,15,-8.0442128,-34.8997584,46 - R. Adalberto Camargo,BikePE
Av. Doutor Malaquias oposto ao número 1426-B Faculdade Damas,23,-8.0390186,-34.9029058,47 - Faculdade Damas,BikePE
"Rua do Futuro, esquina com Rua Neto de Mendonça / oposto ao Parque da Jaqueira",23,-8.0366798,-34.9033728,48 - Parque da Jaqueira,BikePE
Rua Neto de Mendonça em frente ao número 230,15,-8.0348583,-34.900417,49 - R. Gen. Abreu e Lima,BikePE
"Av Santos Dumont, oposto ao número 657 (Casa Rosada) / esquina com R. Dr. José Maria.",15,-8.0351458,-34.8973164,50 - Casa Rosada.,BikePE
"Rua Quarenta e Oito, oposto ao número 725 / Praça da FEB",11,-8.0401811,-34.8948252,51 - Praça da FEB,BikePE
Rua da Agustura em frente ao número 38 / próximo ao Clube Náutico Capibaribe,15,-8.0420719,-34.8974496,52 - Club do Nautico,BikePE
"Rua Dr. Vicente Meira, oposto ao número 201 e ao São Braz / esquina com Rua Santo
Elias",11,-8.043955,-34.894815,53 - Rua Dr. Vicente Meira,BikePE
Rua Venezuela oposto ao número 215 / esquina com Rua da Hora,15,-8.047012,-34.8947475,54 - Venezuela.,BikePE
"Rua Doutor Carlos Chagas, oposto a entrada da Casa de Acolhimento / próximo ao
Campus Santo Amaro - UPE",15,-8.0478164,-34.8881181,55 - Hospital Oswaldo Cruz.,BikePE
"Rua Bernardino Soares da Silva, em frente ao número 50 / esquina com Rua Quarenta e
Oito",15,-8.0444877,-34.8907734,56 -R. Bernardino Soares da Silva,BikePE
"Rua Alfredo de Medeiros em frente ao número 44 e oposto ao Posto de Gasolina Shell /
esquina com Av João de Barros",11,-8.0418614,-34.8905709,57 - R. Alfredo de Medeiros,BikePE
"Praça Largo da Encruzilhada, próximo a Rua Amaro Coutinho e ao Mercado da
Encruzilhada",23,-8.0369899,-34.8913845,58 - Mercado da Encruzilhada,BikePE
"Rua Amaro Coutinho, oposto a Praça do Rosarinho / esquina com Av Norte Miguel Arraes
de Alencar",15,-8.0327102,-34.8967708,59 - Praça do Rosarinho,BikePE
Pina,27,-8.09891,-34.88402,60 - Pina,BikePE
Segundo Jardim,27,-8.10487,-34.88679,61 - Segundo Jardim,BikePE
Prof. José Brandão,27,-8.11367,-34.89104,62 - Prof. José Brandão,BikePE
Padre Carapuceiro,27,-8.1210098,-34.8954169,63 - Padre Carapuceiro,BikePE
R. Verdes Mares,19,-8.1352308,-34.9013796,64 - R. Verdes Mares,BikePE
Parque Dona Lindú,39,-8.14211,-34.90362,65 - Parque Dona Lindú,BikePE
"Av Beira Mar, próximo a Rua Engenheiro Antônio Jucá",15,-8.1666331,-34.9144867,66 - Rua Eng. Antônio Jucá,BikePE
"Av Ayrton Senna da Silva no canteiro central oposto ao Posto de Gasolina Total /
próximo da Rua Arão Lins de Andrade",19,-8.1663378,-34.9155497,67 - Shopping Guararapes,BikePE
"Rua Prof Silvia Ferreira, oposto ao número 131 / em frente a Faculdade dos
Guararapes / esquina com Rua Comendador José Didier",19,-8.1626977,-34.9163684,68 - Faculdade Guararapes,BikePE
"Praça Massangana, em frente a Av Zequinha Barreto",17,-8.1571898,-34.915636,69 - Praça Massangana,BikePE
"Rua São João em frente à estação de metrô Monte dos Guararapes / esquina com Av
Zequinha Barreto",23,-8.1543814,-34.9195828,70 - Metrô Monte dos Guararapes,BikePE
Praça do Varadouro / esquina com Av Sigismundo Gonçalves,17,-8.0203374,-34.8537242,71 - Mercado Eufrásio Barbosa,BikePE
Praça do Carmo / esquina Av. Sigismundo Gonçalves e Av. Liberdade,23,-8.0169892,-34.8485236,72 - Praça do Carmo,BikePE
Praça Doze de Março / esquina com R. Cel. Henrique Guimarães,11,-8.0098717,-34.8423464,73 - Praça Doze de Março,BikePE
"RUA VISCONDE DE JEQUITINHONHA, OPOSTO AO Nº 2616,A1",15,-8.1430512,-34.9062126,74 - R. João Cardoso Aires,BikePE
"Av Ministro Marcos Freire, na calçada oposto ao número 1065 / próximo a Rua Alberto
Lundgren",15,-8.0026105,-34.8395305,75 - Alberto Lundgren,BikePE
"Av Ministro Marcos Freire, na calçada oposto ao número 1755 / próximo a Rua Dr
Manoel de Barros Lima",17,-7.9965628,-34.8387641,76 - R. Dr. Manoel de Barros Lima,BikePE
"Av Ministro Marcos Freire, na baia de estacionamento oposta ao número 2585 / próximo
a Rua Jorn. Luís Andrade",19,-7.9885679,-34.8382621,77 - Praia da Casa Caiada,BikePE
"Av da Engenharia, dentro do estacionamento do centro de ciências da saude UFPE",23,-8.0501954,-34.9473543,78 - CCS UFPE,BikePE
"Av Jornalista Anibal Fernandes, em frente ao Nucleo Integrado de Atividades de Ensino
(Niate) - UFPE",23,-8.0550577,-34.9526868,79 - NIATE UFPE,BikePE
"Estacionamento do CAC, próximo ao Restaurante Universitário / Esquina com a Avenida
dos Funcionários",31,-8.0508827,-34.9534389,80 -Restaurante Universitário UFPE,BikePE
Av Antonio Gil Veloso,19,-20.331598,-40.2742196,1 - Orla Curva da Sereia,BikeVV
Av. Antonio Gil Veloso,19,-20.3376014,-40.2821159,2 - Orla Champagnat,BikeVV
Av. Antonio Gil Veloso,15,-20.3431128,-40.2839507,3 - Orla Maranhao,BikeVV
Av. Antonio Gil Veloso,19,-20.3521348,-40.283871,4 - Orla Jair Andrade,BikeVV
Av. Est. Jose Julio de Souza,15,-20.36014,-40.29453,5 - Orla Bobs,BikeVV
Av. Est. Jose Julio de Souza,19,-20.365932,-40.299685,6 - Orla Itaiabaia,BikeVV
Av. Est. Jose Julio de Souza,19,-20.37473006,-40.30444444,7 - Orla Praca dos Ciclistas,BikeVV
Embratel,15,-20.3844198,-40.31128,8 - Embratel,BikeVV
Praça Otavio Araujo,15,-20.32982253,-40.29194444,9 - Centro Prainha,BikeVV
Rua Helena Modenese,19,-20.336455,-40.289705,10 - Centro Mc Donalds,BikeVV
Praca Duque de Caxias,19,-20.33610774,-40.29333333,11 - Centro Praca Duque de Caxias,BikeVV
Av. Jeronimo Monteiro,19,-20.33499726,-40.29861111,12 - Centro Shopping da Terra,BikeVV
Rua Santa Cruz,15,-20.3369786,-40.3060011,13 - Gloria Santa Cruz,BikeVV
Praca da Garoto,15,-20.3372798,-40.30805556,14 - Gloria Praca da Garoto,BikeVV
Glória P.A.,15,-20.33934043,-40.30638889,15 - Glória P.A.,BikeVV
Prefeitura,15,-20.35940525,-40.29861111,16 - Prefeitura,BikeVV
Rua Cabo Aylson Simões,19,-20.3426697,-40.2952969,17 - Terminal de Vila Velha,BikeVV
Rua Quatro,15,-20.36459966,-40.30305556,18 - Praca Coqueiral de Itaparica,BikeVV
Rua Santa Catarina,15,-20.34607442,-40.28861111,19 - Praca Dom Cavatti,BikeVV
Shopping Vila Velha,19,-20.35245543,-40.29583333,20 - Shopping Vila Velha,BikeVV
"Rua Adelaide Fernandes da Costa, oposto ao número 300 / Esquina com a Rua
Doutor Baureau",19,-12.997972,-38.448405,1 - Parque Costa Azul,BikeSSA
"Av. Sete de Setembro, oposto ao Restaurante Ancorador e Hit Hotel",23,-13.003281,-38.532697,2 - Estação Porto da Barra,BikeSSA
"Rua Professor Lemos Brito, 555",11,-13.009523,-38.528107,3 - Barra - Professor Lemos Brito,BikeSSA
"No canteiro central da Rua Prof Sabino Silva, próximo à Rua Manuel Dias Morais",15,-13.00502,-38.517932,5 - R. Prof. Sabino Silva,BikeSSA
"R. Barão de Jeremoabo, esquina com Av. Adhemar de Barros, entrada da UFBA, oposto ao Zoológico",15,-13.006056,-38.509705,6 - UFBA Ondina - Portão Principal,BikeSSA
"Av. Adhemar de Barros, no acesso a UFBA - Portão 01 e ao ADAB / Oposto ao
CDA",15,-13.002495,-38.507178,7 - UFBA - Portão 01,BikeSSA
"Rua da Paciência, ao lado da quadra de futebol, esquina da Travessa Lydio de Mesquita, oposto ao Mar
Hotel Rio Vermelho",15,-13.011327,-38.493318,8 - Quadras do Rio Vermelho,BikeSSA
"R. Alagoinhas, oposto ao número 84, na praça Carlos Batalha",11,-13.010333,-38.489844,9 - Praça Carlos Batalha,BikeSSA
"Largo da Mariquita, em frente ao Hotel Bahia Park",17,-13.013765,-38.488153,10 - Largo da Mariquita,BikeSSA
"Avenida Octávio Mangabeira, oposto ao Bombom Eventos, próximo à esquina
da R. Dr. Guilherme Reis",17,-13.01227,-38.468037,11 - Amaralina,BikeSSA
"Praça Marconi, esquina com a Rua Bahia",17,-13.002792,-38.455332,12 - Praça Marconi,BikeSSA
"Praça da Piedade, oposto à Livraria Monteiro, entre a Av. Sete de Setembro e R.
Joana Angélica",15,-12.982846,-38.514973,13 - Largo da Piedade,BikeSSA
"Avenida Sete de Setembro, em frente ao Espaço Unibanco de Cinema / Esquina
com a Ladeira da Montanha",15,-12.977387,-38.514527,14 - Praça Castro Alves,BikeSSA
"Rua Tingui, na Praça do Forum Ruy Barbosa / Na saída do Metrô / Esquina com
a Avenida Joana Angélica",17,-12.979067,-38.50799,15 - Praça do Fórum Ruy Barbosa,BikeSSA
"Av. da França, no canteiro central, em frente ao espaço de eventos localizado
ao lado do Porto",11,-12.97016,-38.513045,16 - Terminal da França,BikeSSA
"Em frente ao Mercado Modelo, em frente ao monumento localizado na
entrada principal do Mercado Modelo.",11,-12.973418,-38.513387,17 - Mercado Modelo,BikeSSA
Próximo ao Plano Inclinado Gonçalves e à Casa do Carnaval,11,-12.972952,-38.510732,18 - Praça da Sé,BikeSSA
"Avenida Pinto de Aguiar, em frente à Universidade Católica",15,-12.94644,-38.413879,19 - Pinto de Aguiar (UCSAL),BikeSSA
"Av. Joana Angélica, no acesso ao Metrô Lapa, na Praça Carneiro Ribeiro",11,-12.98105,-38.51203,20 - Metrô Lapa,BikeSSA
"Calçada da Praça do Campo Grande, no lado oposto do TCA",15,-12.989293,-38.520376,21 - Campo Grande,BikeSSA
"Praça Dr. Paterson, ao lado da Igreja da Graça",11,-12.999232,-38.523744,22 - Largo da Graça,BikeSSA
"Praça Nossa Senhora da Luz, na Avenida Otávio Mangabeira, esquina com r.
Pernambuco",15,-13.005963,-38.457312,23 - Nossa Senhora da Luz,BikeSSA
"Rua Anísio Teixeira, na calçada do Boulevard 161, próximo à saída do
estacionamento",15,-12.996531,-38.466283,24 - Itaigara - Boulevard 161,BikeSSA
"Rua Rubens Guellí, no estacionamento do Shopping Paseo Itaigara",11,-12.995761,-38.470894,25 - Passeo Itaigara,BikeSSA
"No centro da praça Aquarius, oposto ao Hotel Mercure",11,-12.986925,-38.452353,26 - Praça Aquarius,BikeSSA
"Praça Ana Lúcia Magalhães, no gramado ao lado da Academia",11,-12.992793,-38.461321,27 - Praça Ana Lúcia Magalhães,BikeSSA
"Praça do Imbuí, ao lado das quadras, em frente ao condomínio Parque do Imbuí",11,-12.969222,-38.431336,28 - Imbuí I,BikeSSA
"Av. Oceânica, esquina com Av. Adhemar de Barros, ao lado do ponto de ônibus,
em frene às gordinhas",15,-13.010308,-38.509888,29 - Praça do Sol,BikeSSA
"Canteiro Central da Avenida Centenário, oposto ao Shopping Barra / Próximo à esquina da Rua Professor
Sabino Silva",17,-13.005983,-38.523307,30 - Centenário,BikeSSA
"R Fonte do Boi, no canteiro central, oposto ao edifício Recanto Iemanjá, nº 55",15,-13.013748,-38.485803,31 - Fonte do Boi,BikeSSA
Hotel Bahia do Sol na Av. Sete de Setembro,7,-12.99091,-38.524892,32 - Hotel Bahia do Sol,BikeSSA
"Av. Otávio Mangabeira, na calçada da orla, oposto ao número 3551 (Salvador
Suites Residence)",15,-12.994033,-38.440247,33 - Jardim de Alah,BikeSSA
"Avenida Octávio Mangabeira, em frente à Igreja Evangélica Pão Peixe e Brasa nº 6153, próximo a Rua Mangabeira da Boca do Rio.",15,-12.978422,-38.424402,34 - Boca do Rio,BikeSSA
"Orla da Boca do Rio, no Parque dos Ventos",19,-12.986082,-38.433642,35 - Parque dos Ventos,BikeSSA
"Avenida Otávio Mangabeira, em frente ao Montiê Eventos, próximo ao Restaurante Carangueiro de Sergipe",17,-12.967182,-38.405462,36 - Patamares,BikeSSA
"Avenida Otávio Mangabeira, próximo a passarela e faixa de pedestre, oposto ao hotel Jaguaribe",15,-12.959253,-38.393242,37 - Jaguaribe,BikeSSA
"Av. Octávio Mangabeira, oposto ao Atakarejo",17,-12.95357,-38.379558,38 - Piatã,BikeSSA
"Avenida Otávio Mangabeira, em frente ao restaurante Portal de Itapuã",19,-12.950197,-38.365623,39 - Itapuã,BikeSSA
"Praça do Imbuí, esquina com Rua das Gaivotas",15,-12.969528,-38.435565,40 - Imbuí II,BikeSSA
"Praça Lord Cochrane, perto da faixa de pedestres, oposto à loja Condor Tintas e
à ladeira",15,-12.993181,-38.507897,41 - Praça Lord Cochrane,BikeSSA
"Av. Centenário, próximo à Rua Desembargador Baldoino Andrade, no canteiro
central, em frente ao Condomínio Empresarial Centenário",11,-13.002508,-38.521697,42 -  Centenário II,BikeSSA
"Av. Anita Garibaldi, em frente ao Centro Médico Garibaldi Nº 1555, no canteiro
central",11,-13.00211,-38.503628,43 - Praça Clériston Andrade,BikeSSA
"Rua Marquês de Monte Santo com Avenida Amaralina, na praça em frente ao Quartel de Amaralina",15,-13.013483,-38.478097,44 - Quartel de Amaralina,BikeSSA
"Jardim dos Namorados, na primeira faixa de pedestre, perto do anfiteatro, dos
quiosques e do monumento",19,-13.002622,-38.451527,45 - Jardim dos Namorados,BikeSSA
"4ª Avenida Centro Administrativo da Bahia, próxima da Avenida Luís Viana
(lado norte)",11,-12.944003,-38.421955,46 - CAB (Metrô Pituaçu),BikeSSA
"Praça João Mangabeira, próximo às quadras",11,-12.988084,-38.511655,47 - Barris (Praça João Mangabeira),BikeSSA
"Avenida Professor Magalhães Neto, próximo a esquina da rua Aristides Fraga Lima, em frente ao Teatro Modulo",11,-12.98997,-38.450242,48 - Magalhães Neto,BikeSSA
"Avenida Ibirapitanga, oposto ao número 745",11,-12.959388,-38.401832,49 - Tamburugy,BikeSSA
"Ao lado do acesso a praça Vinícius de Moraes, próximo do quiosque.",11,-12.956022,-38.352988,50 - Farol de Itapuã,BikeSSA
