date,tripduration,start_station_name_old,start_station_id,starttime,end_station_name_old,end_station_id,stoptime,birth_year,age,per_day,hour,week_day,weekend,holiday,start_station_name,end_station_name,lat_start,lon_start,lat_end,lon_end,distance
2022-01-01,3196.0,171 - Praça da Liberdade,171.0,2022-01-01 10:49:40,146 - Ibirapuera portão 03,146.0,2022-01-01 11:42:56,2016-01-01 00:00:00,6.0,2022-01-01,10,5,True,False,Praça da Liberdade,Ibirapuera Portão 03,-23.55507044,-46.63565212,-23.5890430938806,-46.6527868201291,5.569
2022-01-01,12581.0,197 - Albuquerque Lins,197.0,2022-01-01 14:03:01,167 - Praça Roosevelt,167.0,2022-01-01 17:32:42,1996-01-01 00:00:00,26.0,2022-01-01,14,5,True,False,Albuquerque Lins,Praça Roosevelt,-23.5390004148871,-46.6579044578009,-23.5485777016467,-46.6471562050592,2.282
2022-01-01,1363.0,227 - R. Simão Álvares,227.0,2022-01-01 11:36:40,264 - Parque Villa Lobos Portão 2,264.0,2022-01-01 11:59:23,1980-01-01 00:00:00,42.0,2022-01-01,11,5,True,False,R. Simão Álvares,Parque Villa Lobos Portão 2,-23.5610082884253,-46.6908515920839,-23.5435015914936,-46.7256937404967,4.503
2022-01-01,2061.0,317 - R. Leonardo Nunes,317.0,2022-01-01 19:44:43,169 - Rua São Domingos,169.0,2022-01-01 20:19:04,1974-01-01 00:00:00,48.0,2022-01-01,19,5,True,False,R. Leonardo Nunes,Rua São Domingos,-23.5987326403293,-46.6391030550847,-23.552657354472,-46.6423831739113,6.152
2022-01-01,4261.0,311 - Luis Góis,311.0,2022-01-01 11:43:36,311 - Luis Góis,311.0,2022-01-01 12:54:37,1985-01-01 00:00:00,37.0,2022-01-01,11,5,True,False,Luis Góis,Luis Góis,-23.6042263595434,-46.6369958975112,-23.6042263595434,-46.6369958975112,0.0
2022-01-01,2722.0,43 - Herois da FEB,43.0,2022-01-01 17:03:32,43 - Herois da FEB,43.0,2022-01-01 17:48:54,1997-01-01 00:00:00,25.0,2022-01-01,17,5,True,False,Herois da FEB,Herois da FEB,-23.5043385999018,-46.626379384731,-23.5043385999018,-46.626379384731,0.0
2022-01-01,21490.0,345 - R. Henrique Fischer,345.0,2022-01-01 19:53:10,345 - R. Henrique Fischer,345.0,2022-01-02 01:51:20,1992-01-01 00:00:00,30.0,2022-01-01,19,5,True,False,R. Henrique Fischer,R. Henrique Fischer,-23.6194058975209,-46.6965638090644,-23.6194058975209,-46.6965638090644,0.0
2022-01-01,3912.0,311 - Luis Góis,311.0,2022-01-01 14:49:35,311 - Luis Góis,311.0,2022-01-01 15:54:47,1978-01-01 00:00:00,44.0,2022-01-01,14,5,True,False,Luis Góis,Luis Góis,-23.6042263595434,-46.6369958975112,-23.6042263595434,-46.6369958975112,0.0
2022-01-01,5648.0,320 - Av. Jandira,320.0,2022-01-01 11:51:27,130 - Afonso Braz,130.0,2022-01-01 13:25:35,1970-01-01 00:00:00,52.0,2022-01-01,11,5,True,False,Jandira,Afonso Braz,-23.60660832,-46.66336616,-23.5958920911892,-46.6641781648402,1.874
2022-01-01,3857.0,194 - jaguaribe,194.0,2022-01-01 16:23:28,167 - Praça Roosevelt,167.0,2022-01-01 17:27:45,1979-01-01 00:00:00,43.0,2022-01-01,16,5,True,False,Jaguaribe,Praça Roosevelt,-23.5415334086621,-46.6555547195509,-23.5485777016467,-46.6471562050592,1.583
2022-01-01,3243.0,261 - Praça Pero Vaz de Caminha,261.0,2022-01-01 17:24:01,261 - Praça Pero Vaz de Caminha,261.0,2022-01-01 18:18:04,2003-01-01 00:00:00,19.0,2022-01-01,17,5,True,False,Praça Pero Vaz de Caminha,Praça Pero Vaz de Caminha,-23.5510667054953,-46.7118416376449,-23.5510667054953,-46.7118416376449,0.0
2022-01-01,273.0,325 - Pintassilgo,325.0,2022-01-01 17:55:25,322 - Metrô Eucaliptos,322.0,2022-01-01 17:59:58,1994-01-01 00:00:00,28.0,2022-01-01,17,5,True,False,Pintassilgo,Metrô Eucaliptos,-23.6042556584336,-46.6742727797395,-23.609452586953,-46.6681444400963,1.548
2022-01-01,2023.0,303 - Rio Grande,303.0,2022-01-01 18:11:59,90 - Alameda Campinas,90.0,2022-01-01 18:45:42,1997-01-01 00:00:00,25.0,2022-01-01,18,5,True,False,Rio Grande,Alameda Campinas,-23.5871298485912,-46.6432336771114,-23.5645728749771,-46.6523898406747,3.446
2022-01-01,989.0,295 - Vergueiro,295.0,2022-01-01 12:36:08,92 - Metrô Brigadeiro,92.0,2022-01-01 12:52:37,1988-01-01 00:00:00,34.0,2022-01-01,12,5,True,False,Vergueiro,Metrô Brigadeiro,-23.5844511087101,-46.6364894393958,-23.5681059122191,-46.6486743523506,2.768
2022-01-01,8825.0,262 - Colégio Santa Cruz,262.0,2022-01-01 15:09:48,262 - Colégio Santa Cruz,262.0,2022-01-01 17:36:53,1966-01-01 00:00:00,56.0,2022-01-01,15,5,True,False,Colégio Santa Cruz,Colégio Santa Cruz,-23.5501563898634,-46.7175712669578,-23.5501563898634,-46.7175712669578,0.0
2022-01-01,3687.0,240 - Praça Panamericana,240.0,2022-01-01 17:57:44,20 - CPTM Cidade Jardim,20.0,2022-01-01 18:59:11,,,2022-01-01,17,5,True,False,Praça Panamericana,CPTM Cidade Jardim,-23.5541789045117,-46.707987125315,-23.5850202930326,-46.6904367894373,4.679
2022-01-01,3706.0,240 - Praça Panamericana,240.0,2022-01-01 17:57:37,20 - CPTM Cidade Jardim,20.0,2022-01-01 18:59:23,,,2022-01-01,17,5,True,False,Praça Panamericana,CPTM Cidade Jardim,-23.5541789045117,-46.707987125315,-23.5850202930326,-46.6904367894373,4.679
2022-01-01,5155.0,153 - Monsenhor Passaláqua,153.0,2022-01-01 15:26:55,153 - Monsenhor Passaláqua,153.0,2022-01-01 16:52:50,1986-01-01 00:00:00,36.0,2022-01-01,15,5,True,False,Monsenhor Passaláqua,Monsenhor Passaláqua,-23.5604966383472,-46.6422656825963,-23.5604966383472,-46.6422656825963,0.0
2022-01-01,679.0,149 - Rua Afonso de Freitas,149.0,2022-01-01 15:25:57,135 - Ibirapuera Portão 10,135.0,2022-01-01 15:37:16,1996-01-01 00:00:00,26.0,2022-01-01,15,5,True,False,Rua Afonso de Freitas,Ibirapuera Portão 10,-23.5751852010033,-46.6442442465325,-23.5820532321531,-46.6573748820272,2.135
2022-01-01,4143.0,345 - R. Henrique Fischer,345.0,2022-01-01 16:43:49,133 - Largo Mestre de Aviz,133.0,2022-01-01 17:52:52,1985-01-01 00:00:00,37.0,2022-01-01,16,5,True,False,R. Henrique Fischer,Largo Mestre de Aviz,-23.6194058975209,-46.6965638090644,-23.5946168877796,-46.654976517583,7.044
2022-01-01,1726.0,163 - Paim,163.0,2022-01-01 18:56:59,354 - Praça Oswaldo Cruz,354.0,2022-01-01 19:25:45,1979-01-01 00:00:00,43.0,2022-01-01,18,5,True,False,Paim,Praça Oswaldo Cruz,-23.5530167175194,-46.6510376596248,-23.5716043779296,-46.6442662143517,2.859
2022-01-01,1305.0,107 - Rua Indiana,107.0,2022-01-01 16:48:48,335 - R. Ribeiro do Vale,335.0,2022-01-01 17:10:33,1985-01-01 00:00:00,37.0,2022-01-01,16,5,True,False,Rua Indiana,R. Ribeiro do Vale,-23.6076225615591,-46.6883614489809,-23.6106846259976,-46.6859131865383,0.531
2022-01-01,1605.0,106 - Rua Flórida,106.0,2022-01-01 16:21:08,107 - Rua Indiana,107.0,2022-01-01 16:47:53,1985-01-01 00:00:00,37.0,2022-01-01,16,5,True,False,Rua Flórida,Rua Indiana,-23.6090278763808,-46.6916217996544,-23.6076225615591,-46.6883614489809,0.485
2022-01-01,1861.0,87 - Parque Prefeito Mário Covas,87.0,2022-01-01 12:32:34,86 - Shopping Center 3,86.0,2022-01-01 13:03:35,1993-01-01 00:00:00,29.0,2022-01-01,12,5,True,False,Parque Prefeito Mário Covas,Shopping Center 3,-23.56004,-46.65819,-23.5584250062578,-46.659609825984,0.286
2022-01-01,930.0,87 - Parque Prefeito Mário Covas,87.0,2022-01-01 09:16:52,91 - Paulista 778,91.0,2022-01-01 09:32:22,1974-01-01 00:00:00,48.0,2022-01-01,9,5,True,False,Parque Prefeito Mário Covas,Paulista 778,-23.56004,-46.65819,-23.5662497091298,-46.6504363824566,1.788
2022-01-01,6913.0,44 - Ibirapuera Portão 09,44.0,2022-01-01 17:29:58,50 - Rua André Fernandes,50.0,2022-01-01 19:25:11,1991-01-01 00:00:00,31.0,2022-01-01,17,5,True,False,Pq. Ibirapuera portão 9,Rua Prof. Carlos de Carvalho,-23.5788395,-46.6600902,-23.5825417630555,-46.6804310364019,2.878
2022-01-01,1067.0,87 - Parque Prefeito Mário Covas,87.0,2022-01-01 00:16:43,87 - Parque Prefeito Mário Covas,87.0,2022-01-01 00:34:30,2000-01-01 00:00:00,22.0,2022-01-01,0,5,True,False,Parque Prefeito Mário Covas,Parque Prefeito Mário Covas,-23.56004,-46.65819,-23.56004,-46.65819,0.0
2022-01-01,6448.0,219 - R. Joaquim Antunes,219.0,2022-01-01 16:14:17,56 - Henrique Schaumann,56.0,2022-01-01 18:01:45,1995-01-01 00:00:00,27.0,2022-01-01,16,5,True,False,R. Joaquim Antunes,Henrique Schaumann,-23.5625602390326,-46.6827775153217,-23.5578862207592,-46.6818450911924,0.857
2022-01-01,5091.0,163 - Paim,163.0,2022-01-01 11:15:12,163 - Paim,163.0,2022-01-01 12:40:03,1987-01-01 00:00:00,35.0,2022-01-01,11,5,True,False,Paim,Paim,-23.5530167175194,-46.6510376596248,-23.5530167175194,-46.6510376596248,0.0
2022-01-01,1262.0,87 - Parque Prefeito Mário Covas,87.0,2022-01-01 15:11:16,354 - Praça Oswaldo Cruz,354.0,2022-01-01 15:32:18,1993-01-01 00:00:00,29.0,2022-01-01,15,5,True,False,Parque Prefeito Mário Covas,Praça Oswaldo Cruz,-23.56004,-46.65819,-23.5716043779296,-46.6442662143517,2.276
2022-01-01,2732.0,102 - Rua James Watt,102.0,2022-01-01 12:29:41,21 - Parque do Povo portão 1,21.0,2022-01-01 13:15:13,1981-01-01 00:00:00,41.0,2022-01-01,12,5,True,False,Rua James Watt,Parque do Povo portão 1,-23.6118685865358,-46.694953329576,-23.5890444167307,-46.6882179128703,2.84
2022-01-01,1789.0,32 - Ibirapuera Portão 07,32.0,2022-01-01 16:07:23,103 - Rua Hans Oersted,103.0,2022-01-01 16:37:12,1981-01-01 00:00:00,41.0,2022-01-01,16,5,True,False,Ibirapuera Portão 07,Rua Hans Oersted,-23.5904191029121,-46.6659155439702,-23.6089863999008,-46.6944769361133,4.533
2022-01-01,1197.0,30 - Bandeira Paulista,30.0,2022-01-01 20:27:52,1 - Largo da Batata,1.0,2022-01-01 20:47:49,2000-01-01 00:00:00,22.0,2022-01-01,20,5,True,False,Bandeira Paulista,Largo da Batata,-23.5902983608513,-46.6737765059991,-23.5668309564147,-46.6937412022694,3.837
2022-01-01,1445.0,16 - Esporte Clube Pinheiros Boliche,16.0,2022-01-01 17:50:43,347 - Metrô Brooklin,347.0,2022-01-01 18:14:48,1996-01-01 00:00:00,26.0,2022-01-01,17,5,True,False,Esporte Clube Pinheiros Boliche,Metrô Brooklin,-23.5823017032445,-46.6912872947886,-23.6268943468695,-46.6875731165835,7.092
2022-01-01,2698.0,87 - Parque Prefeito Mário Covas,87.0,2022-01-01 14:38:04,96 - Tutóia,96.0,2022-01-01 15:23:02,1996-01-01 00:00:00,26.0,2022-01-01,14,5,True,False,Parque Prefeito Mário Covas,Tutóia,-23.56004,-46.65819,-23.5738230003483,-46.6514144849816,2.216
2022-01-01,5823.0,87 - Parque Prefeito Mário Covas,87.0,2022-01-01 16:51:33,135 - Ibirapuera Portão 10,135.0,2022-01-01 18:28:36,1992-01-01 00:00:00,30.0,2022-01-01,16,5,True,False,Parque Prefeito Mário Covas,Ibirapuera Portão 10,-23.56004,-46.65819,-23.5820532321531,-46.6573748820272,3.506
2022-01-01,2873.0,87 - Parque Prefeito Mário Covas,87.0,2022-01-01 16:58:48,44 - Ibirapuera Portão 09,44.0,2022-01-01 17:46:41,1995-01-01 00:00:00,27.0,2022-01-01,16,5,True,False,Parque Prefeito Mário Covas,Pq. Ibirapuera portão 9,-23.56004,-46.65819,-23.5788395,-46.6600902,2.905
2022-01-01,6534.0,87 - Parque Prefeito Mário Covas,87.0,2022-01-01 14:28:25,87 - Parque Prefeito Mário Covas,87.0,2022-01-01 16:17:19,2003-01-01 00:00:00,19.0,2022-01-01,14,5,True,False,Parque Prefeito Mário Covas,Parque Prefeito Mário Covas,-23.56004,-46.65819,-23.56004,-46.65819,0.0
2022-01-01,1963.0,87 - Parque Prefeito Mário Covas,87.0,2022-01-01 09:48:08,90 - Alameda Campinas,90.0,2022-01-01 10:20:51,1991-01-01 00:00:00,31.0,2022-01-01,9,5,True,False,Parque Prefeito Mário Covas,Alameda Campinas,-23.56004,-46.65819,-23.5645728749771,-46.6523898406747,1.152
2022-01-01,1888.0,9 - Rua Grécia,9.0,2022-01-01 12:57:10,281 - Rua Cel. Joaquim Ferreira Lobo II,281.0,2022-01-01 13:28:38,1989-01-01 00:00:00,33.0,2022-01-01,12,5,True,False,Rua Grécia,Rua Cel. Joaquim Ferreira Lobo II,-23.575610896422,-46.6873608611159,-23.592639676926,-46.6797749451992,2.387
2022-01-01,4647.0,72 - Queluz,72.0,2022-01-01 13:46:44,72 - Queluz,72.0,2022-01-01 15:04:11,2000-01-01 00:00:00,22.0,2022-01-01,13,5,True,False,Queluz,Queluz,-23.5727335213451,-46.6586038186061,-23.5727335213451,-46.6586038186061,0.0
2022-01-01,3938.0,87 - Parque Prefeito Mário Covas,87.0,2022-01-01 16:26:33,71 - Pamplona,71.0,2022-01-01 17:32:11,1996-01-01 00:00:00,26.0,2022-01-01,16,5,True,False,Parque Prefeito Mário Covas,Pamplona,-23.56004,-46.65819,-23.5699175975531,-46.6596995408145,1.541
2022-01-01,86.0,138 - Chilon,138.0,2022-01-01 18:19:06,138 - Chilon,138.0,2022-01-01 18:20:32,1986-01-01 00:00:00,36.0,2022-01-01,18,5,True,False,Chilon,Chilon,-23.5936014851943,-46.6800723302731,-23.5936014851943,-46.6800723302731,0.0
2022-01-01,1408.0,44 - Ibirapuera Portão 09,44.0,2022-01-01 13:40:43,208 - Alameda Lorena,208.0,2022-01-01 14:04:11,1991-01-01 00:00:00,31.0,2022-01-01,13,5,True,False,Pq. Ibirapuera portão 9,Alameda Lorena,-23.5788395,-46.6600902,-23.55991951,-46.67026626,2.955
2022-01-01,679.0,138 - Chilon,138.0,2022-01-01 18:21:10,1 - Largo da Batata,1.0,2022-01-01 18:32:29,1986-01-01 00:00:00,36.0,2022-01-01,18,5,True,False,Chilon,Largo da Batata,-23.5936014851943,-46.6800723302731,-23.5668309564147,-46.6937412022694,3.738
2022-01-01,1302.0,20 - CPTM Cidade Jardim,20.0,2022-01-01 19:07:54,1 - Largo da Batata,1.0,2022-01-01 19:29:36,,,2022-01-01,19,5,True,False,CPTM Cidade Jardim,Largo da Batata,-23.5850202930326,-46.6904367894373,-23.5668309564147,-46.6937412022694,2.726
2022-01-01,1079.0,319 - Metrô Moema,319.0,2022-01-01 13:13:55,131 - Ibirapuera Portão 06,131.0,2022-01-01 13:31:54,1999-01-01 00:00:00,23.0,2022-01-01,13,5,True,False,Metrô Moema,Ibirapuera Portão 06,-23.6037621017182,-46.6616847898962,-23.5934574009144,-46.659362734414,1.937
2022-01-01,1812.0,59 - EBAC,59.0,2022-01-01 10:46:35,264 - Parque Villa Lobos Portão 2,264.0,2022-01-01 11:16:47,1985-01-01 00:00:00,37.0,2022-01-01,10,5,True,False,EBAC,Parque Villa Lobos Portão 2,-23.5561973682702,-46.6926703781386,-23.5435015914936,-46.7256937404967,4.37
2022-01-01,6681.0,96 - Tutóia,96.0,2022-01-01 10:40:30,217 - Alameda Gabriel,217.0,2022-01-01 12:31:51,1991-01-01 00:00:00,31.0,2022-01-01,10,5,True,False,Tutóia,Alameda Gabriel,-23.5738230003483,-46.6514144849816,-23.5651645970985,-46.6766107743796,3.661
