i,j,geometry,station id,index,Unnamed: 0,NumeroZona,NomeZona,NumeroMuni,NomeMunici,NumDistrit,NomeDistri,Area_ha_2,lat,lon
15,11,"POLYGON ((-46.56080000000001 -23.5214, -46.56080000000001 -23.4889, -46.57980000000001 -23.4889, -46.57980000000001 -23.5214, -46.56080000000001 -23.5214))",160,160,160,161,Parque Novo Mundo,36,São Paulo,91,Vila Maria,551.36,-23.516518353867426,-46.56917904319626
15,12,"POLYGON ((-46.5418 -23.5214, -46.5418 -23.4889, -46.56080000000001 -23.4889, -46.56080000000001 -23.5214, -46.5418 -23.5214))",169,169,169,170,Penha,36,São Paulo,60,Penha,384.16,-23.521372053897945,-46.548289267519436
15,12,"POLYGON ((-46.5418 -23.5214, -46.5418 -23.4889, -46.56080000000001 -23.4889, -46.56080000000001 -23.5214, -46.5418 -23.5214))",365,365,365,366,Ponte Grande,15,Guarulhos,111,Guarulhos,874.87,-23.490641592213393,-46.54401198134564
15,13,"POLYGON ((-46.5228 -23.5214, -46.5228 -23.4889, -46.5418 -23.4889, -46.5418 -23.5214, -46.5228 -23.5214))",175,175,175,176,Cangaíba,36,São Paulo,18,Cangaíba,333.53,-23.50773839091261,-46.53128091995156
15,14,"POLYGON ((-46.50380000000001 -23.5214, -46.50380000000001 -23.4889, -46.5228 -23.4889, -46.5228 -23.5214, -46.50380000000001 -23.5214))",174,174,174,175,Estação Eng. Goulart,36,São Paulo,18,Cangaíba,193.33,-23.503028775653448,-46.514396372391225
15,14,"POLYGON ((-46.50380000000001 -23.5214, -46.50380000000001 -23.4889, -46.5228 -23.4889, -46.5228 -23.5214, -46.50380000000001 -23.5214))",176,176,176,177,Parque Ecológico do Tietê,36,São Paulo,18,Cangaíba,530.85,-23.491912577798576,-46.52137598707579
15,15,"POLYGON ((-46.48480000000001 -23.5214, -46.48480000000001 -23.4889, -46.50380000000001 -23.4889, -46.50380000000001 -23.5214, -46.48480000000001 -23.5214))",181,181,181,182,Ponte Rasa,36,São Paulo,65,Ponte Rasa,365.36,-23.513867057440386,-46.50142552119679
15,15,"POLYGON ((-46.48480000000001 -23.5214, -46.48480000000001 -23.4889, -46.50380000000001 -23.4889, -46.50380000000001 -23.5214, -46.48480000000001 -23.5214))",173,173,173,174,Rui Barbosa,36,São Paulo,18,Cangaíba,271.23,-23.500838443089513,-46.50281963185796
15,15,"POLYGON ((-46.48480000000001 -23.5214, -46.48480000000001 -23.4889, -46.50380000000001 -23.4889, -46.50380000000001 -23.5214, -46.48480000000001 -23.5214))",179,179,179,180,Ermelino Matarazzo,36,São Paulo,28,Ermelino Matarazzo,448.82,-23.490336959740358,-46.49043364369418
15,16,"POLYGON ((-46.46580000000001 -23.5214, -46.46580000000001 -23.4889, -46.48480000000001 -23.4889, -46.48480000000001 -23.5214, -46.46580000000001 -23.5214))",182,182,182,183,Burgo Paulista,36,São Paulo,65,Ponte Rasa,291.63,-23.517746890377477,-46.48360320864662
15,16,"POLYGON ((-46.46580000000001 -23.5214, -46.46580000000001 -23.4889, -46.48480000000001 -23.4889, -46.48480000000001 -23.5214, -46.46580000000001 -23.5214))",183,183,183,184,Limoeiro,36,São Paulo,89,Vila Jacuí,143.33,-23.511946110506386,-46.4718590559133
15,16,"POLYGON ((-46.46580000000001 -23.5214, -46.46580000000001 -23.4889, -46.48480000000001 -23.4889, -46.48480000000001 -23.5214, -46.46580000000001 -23.5214))",180,180,180,181,Parque Buturussu,36,São Paulo,28,Ermelino Matarazzo,371.83,-23.496129719066605,-46.4769018671208
15,17,"POLYGON ((-46.4468 -23.5214, -46.4468 -23.4889, -46.46580000000001 -23.4889, -46.46580000000001 -23.5214, -46.4468 -23.5214))",184,184,184,185,Laranja da China,36,São Paulo,89,Vila Jacuí,131.72,-23.508737316569714,-46.46406541692528
15,17,"POLYGON ((-46.4468 -23.5214, -46.4468 -23.4889, -46.46580000000001 -23.4889, -46.46580000000001 -23.5214, -46.4468 -23.5214))",187,187,187,188,Vila Jacuí,36,São Paulo,89,Vila Jacuí,211.87,-23.506405622508453,-46.451559364187716
15,17,"POLYGON ((-46.4468 -23.5214, -46.4468 -23.4889, -46.46580000000001 -23.4889, -46.46580000000001 -23.5214, -46.4468 -23.5214))",185,185,185,186,Pedro José Nunes,36,São Paulo,89,Vila Jacuí,86.18,-23.503004873423077,-46.46115645831897
15,17,"POLYGON ((-46.4468 -23.5214, -46.4468 -23.4889, -46.46580000000001 -23.4889, -46.46580000000001 -23.5214, -46.4468 -23.5214))",196,196,196,197,São Miguel Paulista,36,São Paulo,76,São Miguel,302.65,-23.49498980967544,-46.447200547878865
15,17,"POLYGON ((-46.4468 -23.5214, -46.4468 -23.4889, -46.46580000000001 -23.4889, -46.46580000000001 -23.5214, -46.4468 -23.5214))",186,186,186,187,Parque Cruzeiro do Sul,36,São Paulo,89,Vila Jacuí,249.91,-23.49025952304924,-46.46204047374546
15,18,"POLYGON ((-46.4278 -23.5214, -46.4278 -23.4889, -46.4468 -23.4889, -46.4468 -23.5214, -46.4278 -23.5214))",195,195,195,196,Saudade,36,São Paulo,76,São Miguel,207.28,-23.518556425007887,-46.437047927719746
15,18,"POLYGON ((-46.4278 -23.5214, -46.4278 -23.4889, -46.4468 -23.4889, -46.4468 -23.5214, -46.4278 -23.5214))",197,197,197,198,Cidade Nitro-Operária,36,São Paulo,76,São Miguel,357.92,-23.496021633622085,-46.43688156553648
15,19,"POLYGON ((-46.40880000000001 -23.5214, -46.40880000000001 -23.4889, -46.4278 -23.4889, -46.4278 -23.5214, -46.40880000000001 -23.5214))",201,201,201,202,Jardim Robru,36,São Paulo,86,Vila Curuçá,449.19,-23.517964162113284,-46.41412484009247
15,19,"POLYGON ((-46.40880000000001 -23.5214, -46.40880000000001 -23.4889, -46.4278 -23.4889, -46.4278 -23.5214, -46.40880000000001 -23.5214))",200,200,200,201,Vila Curuçá,36,São Paulo,86,Vila Curuçá,503.17,-23.502576559936234,-46.41659259669877
16,0,"POLYGON ((-46.7698 -23.4889, -46.7698 -23.4564, -46.7888 -23.4564, -46.7888 -23.4889, -46.7698 -23.4889))",501,501,501,502,Três Montanhas,24,Osasco,120,Osasco,957.92,-23.479519692135092,-46.784746861021226
16,1,"POLYGON ((-46.75080000000001 -23.4889, -46.75080000000001 -23.4564, -46.7698 -23.4564, -46.7698 -23.4889, -46.75080000000001 -23.4889))",111,111,111,112,Jardim Mutinga,36,São Paulo,73,São Domingos,411.97,-23.484676419878998,-46.75887232725376
16,1,"POLYGON ((-46.75080000000001 -23.4889, -46.75080000000001 -23.4564, -46.7698 -23.4564, -46.7698 -23.4889, -46.75080000000001 -23.4889))",113,113,113,114,Parque do Jaraguá,36,São Paulo,41,Jaraguá,489.12,-23.462496106129368,-46.76498894675171
16,3,"POLYGON ((-46.7128 -23.4889, -46.7128 -23.4564, -46.7318 -23.4564, -46.7318 -23.4889, -46.7128 -23.4889))",108,108,108,109,Vila Zatt,36,São Paulo,64,Pirituba,1220.22,-23.47410328064225,-46.72887533486463
16,4,"POLYGON ((-46.6938 -23.4889, -46.6938 -23.4564, -46.7128 -23.4564, -46.7128 -23.4889, -46.6938 -23.4889))",124,124,124,125,Vila Morro Grande,36,São Paulo,29,Freguesia do Ó,413.07,-23.475155503127798,-46.70369329712033
16,5,"POLYGON ((-46.6748 -23.4889, -46.6748 -23.4564, -46.6938 -23.4564, -46.6938 -23.4889, -46.6748 -23.4889))",125,125,125,126,Itaberaba,36,São Paulo,29,Freguesia do Ó,207.42,-23.482083216349807,-46.685435537962285
16,5,"POLYGON ((-46.6748 -23.4889, -46.6748 -23.4564, -46.6938 -23.4564, -46.6938 -23.4889, -46.6748 -23.4889))",123,123,123,124,Brasilândia,36,São Paulo,11,Brasilândia,318.28,-23.471481622424026,-46.68225142882049
16,5,"POLYGON ((-46.6748 -23.4889, -46.6748 -23.4564, -46.6938 -23.4564, -46.6938 -23.4889, -46.6748 -23.4889))",122,122,122,123,Vila Terezinha,36,São Paulo,11,Brasilândia,250.78,-23.463634764502626,-46.68992483032402
16,6,"POLYGON ((-46.65580000000001 -23.4889, -46.65580000000001 -23.4564, -46.6748 -23.4564, -46.6748 -23.4889, -46.65580000000001 -23.4889))",140,140,140,141,Cachoeirinha,36,São Paulo,13,Cachoeirinha,478.58,-23.47168217723682,-46.65894176907469
16,7,"POLYGON ((-46.6368 -23.4889, -46.6368 -23.4564, -46.65580000000001 -23.4564, -46.65580000000001 -23.4889, -46.6368 -23.4889))",143,143,143,144,Mandaqui,36,São Paulo,51,Mandaqui,552.45,-23.476777729113387,-46.6380797483654
16,7,"POLYGON ((-46.6368 -23.4889, -46.6368 -23.4564, -46.65580000000001 -23.4564, -46.65580000000001 -23.4889, -46.6368 -23.4889))",144,144,144,145,Horto Florestal,36,São Paulo,51,Mandaqui,342.18,-23.457785520242034,-46.64123038077164
16,9,"POLYGON ((-46.5988 -23.4889, -46.5988 -23.4564, -46.6178 -23.4564, -46.6178 -23.4889, -46.5988 -23.4889))",151,151,151,152,Parada Inglesa,36,São Paulo,84,Tucuruvi,242.67,-23.48582824083169,-46.60325291055636
16,9,"POLYGON ((-46.5988 -23.4889, -46.5988 -23.4564, -46.6178 -23.4564, -46.6178 -23.4889, -46.5988 -23.4889))",152,152,152,153,Tucuruvi,36,São Paulo,84,Tucuruvi,358.5,-23.46990176108443,-46.61600561901938
16,10,"POLYGON ((-46.57980000000001 -23.4889, -46.57980000000001 -23.4564, -46.5988 -23.4564, -46.5988 -23.4889, -46.57980000000001 -23.4889))",153,153,153,154,Vila Gustavo,36,São Paulo,84,Tucuruvi,345.8,-23.47428275376944,-46.59690214146377
16,11,"POLYGON ((-46.56080000000001 -23.4889, -46.56080000000001 -23.4564, -46.57980000000001 -23.4564, -46.57980000000001 -23.4889, -46.56080000000001 -23.4889))",158,158,158,159,Jardim Brasil,36,São Paulo,94,Vila Medeiros,454.37,-23.487795166251,-46.57037351885377
16,11,"POLYGON ((-46.56080000000001 -23.4889, -46.56080000000001 -23.4564, -46.57980000000001 -23.4564, -46.57980000000001 -23.4889, -46.56080000000001 -23.4889))",156,156,156,157,Parque Edu Chaves,36,São Paulo,38,Jaçanã,109.91,-23.47745756943014,-46.56477576756698
16,11,"POLYGON ((-46.56080000000001 -23.4889, -46.56080000000001 -23.4564, -46.57980000000001 -23.4564, -46.57980000000001 -23.4889, -46.56080000000001 -23.4889))",155,155,155,156,Jaçanã,36,São Paulo,38,Jaçanã,386.23,-23.46656379345557,-46.57858730069744
16,12,"POLYGON ((-46.5418 -23.4889, -46.5418 -23.4564, -46.56080000000001 -23.4564, -46.56080000000001 -23.4889, -46.5418 -23.4889))",366,366,366,367,Gopouva,15,Guarulhos,111,Guarulhos,202.39,-23.475090760991968,-46.542264730137845
16,12,"POLYGON ((-46.5418 -23.4889, -46.5418 -23.4564, -46.56080000000001 -23.4564, -46.56080000000001 -23.4889, -46.5418 -23.4889))",367,367,367,368,Vila São Rafael,15,Guarulhos,111,Guarulhos,401.04,-23.469251825967827,-46.557076424133186
16,13,"POLYGON ((-46.5228 -23.4889, -46.5228 -23.4564, -46.5418 -23.4564, -46.5418 -23.4889, -46.5228 -23.4889))",361,361,361,362,Guarulhos,15,Guarulhos,111,Guarulhos,164.41,-23.466232471548505,-46.53335448267557
16,14,"POLYGON ((-46.50380000000001 -23.4889, -46.50380000000001 -23.4564, -46.5228 -23.4564, -46.5228 -23.4889, -46.50380000000001 -23.4889))",364,364,364,365,Várzea do Palácio,15,Guarulhos,111,Guarulhos,646.76,-23.47068119607276,-46.50548220081203
16,14,"POLYGON ((-46.50380000000001 -23.4889, -46.50380000000001 -23.4564, -46.5228 -23.4564, -46.5228 -23.4889, -46.50380000000001 -23.4889))",362,362,362,363,Macedo,15,Guarulhos,111,Guarulhos,382.09,-23.460278738308048,-46.52077973546129
16,15,"POLYGON ((-46.48480000000001 -23.4889, -46.48480000000001 -23.4564, -46.50380000000001 -23.4564, -46.50380000000001 -23.4889, -46.48480000000001 -23.4889))",177,177,177,178,USP Leste I,36,São Paulo,18,Cangaíba,50.18,-23.484074022739073,-46.50179357416633
16,16,"POLYGON ((-46.46580000000001 -23.4889, -46.46580000000001 -23.4564, -46.48480000000001 -23.4564, -46.48480000000001 -23.4889, -46.46580000000001 -23.4889))",363,363,363,364,Cumbica,15,Guarulhos,111,Guarulhos,689.34,-23.467628954349536,-46.47521537119828
16,16,"POLYGON ((-46.46580000000001 -23.4889, -46.46580000000001 -23.4564, -46.48480000000001 -23.4564, -46.48480000000001 -23.4889, -46.46580000000001 -23.4889))",178,178,178,179,USP Leste II,36,São Paulo,28,Ermelino Matarazzo,122.83,-23.47940758752647,-46.48363691706911
16,18,"POLYGON ((-46.4278 -23.4889, -46.4278 -23.4564, -46.4468 -23.4564, -46.4468 -23.4889, -46.4278 -23.4889))",377,377,377,378,Pimentas,15,Guarulhos,111,Guarulhos,1685.56,-23.46073895369359,-46.4437731887748
16,19,"POLYGON ((-46.40880000000001 -23.4889, -46.40880000000001 -23.4564, -46.4278 -23.4564, -46.4278 -23.4889, -46.40880000000001 -23.4889))",198,198,198,199,Jardim Helena,36,São Paulo,43,Jardim Helena,684.67,-23.483111939979693,-46.419803592086495
17,0,"POLYGON ((-46.7698 -23.4564, -46.7698 -23.4239, -46.7888 -23.4239, -46.7888 -23.4564, -46.7698 -23.4564))",117,117,117,118,Anhanguera,36,São Paulo,3,Anhanguera,1812.79,-23.42417484333487,-46.78562405999672
17,1,"POLYGON ((-46.75080000000001 -23.4564, -46.75080000000001 -23.4239, -46.7698 -23.4239, -46.7698 -23.4564, -46.75080000000001 -23.4564))",114,114,114,115,Nova Jaraguá,36,São Paulo,41,Jaraguá,777.78,-23.44907236370205,-46.75162931124406
17,3,"POLYGON ((-46.7128 -23.4564, -46.7128 -23.4239, -46.7318 -23.4239, -46.7318 -23.4564, -46.7128 -23.4564))",115,115,115,116,Parada de Taipas,36,São Paulo,41,Jaraguá,1553.24,-23.438657416754374,-46.725102074760215
17,4,"POLYGON ((-46.6938 -23.4564, -46.6938 -23.4239, -46.7128 -23.4239, -46.7128 -23.4564, -46.6938 -23.4564))",121,121,121,122,Vila Souza,36,São Paulo,11,Brasilândia,220.86,-23.454061639269923,-46.705841568756895
17,5,"POLYGON ((-46.6748 -23.4564, -46.6748 -23.4239, -46.6938 -23.4239, -46.6938 -23.4564, -46.6748 -23.4564))",120,120,120,121,Jardim Damasceno,36,São Paulo,11,Brasilândia,573.73,-23.449266834752702,-46.68706862604566
17,5,"POLYGON ((-46.6748 -23.4564, -46.6748 -23.4239, -46.6938 -23.4239, -46.6938 -23.4564, -46.6748 -23.4564))",119,119,119,120,Vista Alegre,36,São Paulo,11,Brasilândia,742.47,-23.43156949213917,-46.68550255534269
17,6,"POLYGON ((-46.65580000000001 -23.4564, -46.65580000000001 -23.4239, -46.6748 -23.4239, -46.6748 -23.4564, -46.65580000000001 -23.4564))",141,141,141,142,Jardim Peri,36,São Paulo,13,Cachoeirinha,443.68,-23.45488082365296,-46.663874034000024
17,6,"POLYGON ((-46.65580000000001 -23.4564, -46.65580000000001 -23.4239, -46.6748 -23.4239, -46.6748 -23.4564, -46.65580000000001 -23.4564))",142,142,142,143,Reserva da Cantareira,36,São Paulo,13,Cachoeirinha,436.61,-23.43466221250689,-46.66279215470882
17,7,"POLYGON ((-46.6368 -23.4564, -46.6368 -23.4239, -46.65580000000001 -23.4239, -46.65580000000001 -23.4564, -46.6368 -23.4564))",145,145,145,146,ETA Guaraú,36,São Paulo,51,Mandaqui,428.67,-23.438154426813888,-46.64308098251895
17,8,"POLYGON ((-46.6178 -23.4564, -46.6178 -23.4239, -46.6368 -23.4239, -46.6368 -23.4564, -46.6178 -23.4564))",147,147,147,148,Tremembé,36,São Paulo,83,Tremembé,331.62,-23.45426602158071,-46.62354348067613
17,9,"POLYGON ((-46.5988 -23.4564, -46.5988 -23.4239, -46.6178 -23.4239, -46.6178 -23.4564, -46.5988 -23.4564))",146,146,146,147,Parque Palmas do Tremembé,36,São Paulo,83,Tremembé,407.03,-23.450498079975787,-46.608604815815255
17,10,"POLYGON ((-46.57980000000001 -23.4564, -46.57980000000001 -23.4239, -46.5988 -23.4239, -46.5988 -23.4564, -46.57980000000001 -23.4564))",150,150,150,151,Jardim Guapira,36,São Paulo,83,Tremembé,548.53,-23.45112528616478,-46.589254963197135
17,11,"POLYGON ((-46.56080000000001 -23.4564, -46.56080000000001 -23.4239, -46.57980000000001 -23.4239, -46.57980000000001 -23.4564, -46.56080000000001 -23.4564))",154,154,154,155,Cohab Jova Rural,36,São Paulo,38,Jaçanã,254.58,-23.448472986850657,-46.57316525434836
17,12,"POLYGON ((-46.5418 -23.4564, -46.5418 -23.4239, -46.56080000000001 -23.4239, -46.56080000000001 -23.4564, -46.5418 -23.4564))",368,368,368,369,Vila Rosália,15,Guarulhos,111,Guarulhos,434.65,-23.449131933520786,-46.5567775586891
17,12,"POLYGON ((-46.5418 -23.4564, -46.5418 -23.4239, -46.56080000000001 -23.4239, -46.56080000000001 -23.4564, -46.5418 -23.4564))",378,378,378,379,Cabuçu,15,Guarulhos,111,Guarulhos,752.36,-23.42676008581383,-46.55164687008929
17,13,"POLYGON ((-46.5228 -23.4564, -46.5228 -23.4239, -46.5418 -23.4239, -46.5418 -23.4564, -46.5228 -23.4564))",369,369,369,370,André Luiz,15,Guarulhos,111,Guarulhos,579.59,-23.448964312077063,-46.54070943388078
17,13,"POLYGON ((-46.5228 -23.4564, -46.5228 -23.4239, -46.5418 -23.4239, -46.5418 -23.4564, -46.5228 -23.4564))",370,370,370,371,Jardim Santa Clara,15,Guarulhos,111,Guarulhos,462.74,-23.43867956849377,-46.52470690217445
17,14,"POLYGON ((-46.50380000000001 -23.4564, -46.50380000000001 -23.4239, -46.5228 -23.4239, -46.5228 -23.4564, -46.50380000000001 -23.4564))",371,371,371,372,Parque CECAP,15,Guarulhos,111,Guarulhos,471.79,-23.45012535026752,-46.50407339207278
17,15,"POLYGON ((-46.48480000000001 -23.4564, -46.48480000000001 -23.4239, -46.50380000000001 -23.4239, -46.50380000000001 -23.4564, -46.48480000000001 -23.4564))",372,372,372,373,Taboão,15,Guarulhos,111,Guarulhos,529.11,-23.429625343728446,-46.502237685634306
17,16,"POLYGON ((-46.46580000000001 -23.4564, -46.46580000000001 -23.4239, -46.48480000000001 -23.4239, -46.48480000000001 -23.4564, -46.46580000000001 -23.4564))",373,373,373,374,Aeroporto,15,Guarulhos,111,Guarulhos,1324.93,-23.43304956847621,-46.4735222029094
17,17,"POLYGON ((-46.4468 -23.4564, -46.4468 -23.4239, -46.46580000000001 -23.4239, -46.46580000000001 -23.4564, -46.4468 -23.4564))",374,374,374,375,Jardim Presidente Dutra,15,Guarulhos,111,Guarulhos,892.25,-23.435123972174665,-46.44744092956744
18,2,"POLYGON ((-46.7318 -23.4239, -46.7318 -23.3914, -46.75080000000001 -23.3914, -46.75080000000001 -23.4239, -46.7318 -23.4239))",118,118,118,119,Perus,36,São Paulo,62,Perus,2369.13,-23.407886138069248,-46.74569321436882
18,5,"POLYGON ((-46.6748 -23.4239, -46.6748 -23.3914, -46.6938 -23.3914, -46.6938 -23.4239, -46.6748 -23.4239))",342,342,342,343,Melhoramentos,4,Caieiras,100,Caieiras,2875.06,-23.39265231344245,-46.68603376387438
18,10,"POLYGON ((-46.57980000000001 -23.4239, -46.57980000000001 -23.3914, -46.5988 -23.3914, -46.5988 -23.4239, -46.57980000000001 -23.4239))",149,149,149,150,Jardim das Pedras,36,São Paulo,83,Tremembé,1609.01,-23.42169386371573,-46.58336012244846
18,10,"POLYGON ((-46.57980000000001 -23.4239, -46.57980000000001 -23.3914, -46.5988 -23.3914, -46.5988 -23.4239, -46.57980000000001 -23.4239))",148,148,148,149,Cantareira,36,São Paulo,83,Tremembé,2886.45,-23.399376101907702,-46.584895576641046
18,14,"POLYGON ((-46.50380000000001 -23.4239, -46.50380000000001 -23.3914, -46.5228 -23.3914, -46.5228 -23.4239, -46.50380000000001 -23.4239))",379,379,379,380,Invernada,15,Guarulhos,111,Guarulhos,2194.83,-23.403724685320753,-46.5071808582671
18,17,"POLYGON ((-46.4468 -23.4239, -46.4468 -23.3914, -46.46580000000001 -23.3914, -46.46580000000001 -23.4239, -46.4468 -23.4239))",381,381,381,382,Chácaras Bananal,15,Guarulhos,111,Guarulhos,1815.89,-23.396929864402797,-46.4607621788525
18,19,"POLYGON ((-46.40880000000001 -23.4239, -46.40880000000001 -23.3914, -46.4278 -23.3914, -46.4278 -23.4239, -46.40880000000001 -23.4239))",382,382,382,383,Estrada de Nazaré Paulista,15,Guarulhos,111,Guarulhos,1215.48,-23.404419030940428,-46.42727200557201
19,3,"POLYGON ((-46.7128 -23.3914, -46.7128 -23.3589, -46.7318 -23.3589, -46.7318 -23.3914, -46.7128 -23.3914))",343,343,343,344,Caieiras,4,Caieiras,100,Caieiras,1990.04,-23.376571220648266,-46.72782072886178
19,8,"POLYGON ((-46.6178 -23.3914, -46.6178 -23.3589, -46.6368 -23.3589, -46.6368 -23.3914, -46.6178 -23.3914))",358,358,358,359,Paiva Castro,21,Mairiporã,117,Mairiporã,6751.3,-23.377158105640174,-46.63027683961004
19,14,"POLYGON ((-46.50380000000001 -23.3914, -46.50380000000001 -23.3589, -46.5228 -23.3589, -46.5228 -23.3914, -46.50380000000001 -23.3914))",380,380,380,381,Morro dos Macacos,15,Guarulhos,111,Guarulhos,3533.19,-23.376568150171128,-46.50849985265296
19,19,"POLYGON ((-46.40880000000001 -23.3914, -46.40880000000001 -23.3589, -46.4278 -23.3589, -46.4278 -23.3914, -46.40880000000001 -23.3914))",383,383,383,384,Água Azul,15,Guarulhos,111,Guarulhos,3389.29,-23.371268235175037,-46.412720655620575
