i_start,j_start,i_end,j_end,ZONA_O,ZONA_D,trip counts,start_lat,start_lon,end_lat,end_lon
12,5,11,5,73,268,52.941385,-23.601182909567786,-46.69191257233786,-23.63035835379099,-46.67768233205555
13,4,11,5,82,268,190.96889,-23.56712486114036,-46.69634169814336,-23.63035835379099,-46.67768233205555
10,6,11,5,277,268,66.958224,-23.661310475493714,-46.668988409630444,-23.63035835379099,-46.67768233205555
11,4,11,5,300,268,224.546466,-23.634426293117752,-46.70639177473286,-23.63035835379099,-46.67768233205555
11,5,11,5,301,268,78.731319,-23.641094895900988,-46.6859517058564,-23.63035835379099,-46.67768233205555
12,5,11,6,71,269,283.990582,-23.608998167214626,-46.684815784763686,-23.623440476663603,-46.67260153016355
11,7,11,6,274,269,283.990582,-23.643787066984693,-46.64656578604078,-23.623440476663603,-46.67260153016355
12,5,12,6,73,67,79.622434,-23.601182909567786,-46.69191257233786,-23.588964978025928,-46.66761343293476
13,4,12,6,82,67,79.622434,-23.56712486114036,-46.69634169814336,-23.588964978025928,-46.66761343293476
12,5,11,3,73,321,160.867774,-23.601182909567786,-46.69191257233786,-23.63258333451283,-46.72812070790223
13,3,11,3,339,321,160.867774,-23.562060628265066,-46.727192339050816,-23.63258333451283,-46.72812070790223
13,7,12,8,74,53,168.16645400000004,-23.566412425052352,-46.65387162384421,-23.59592327197161,-46.63004979838846
13,6,12,3,76,319,20.904776,-23.57287771789081,-46.66776463307538,-23.604702342238852,-46.71794658217736
12,4,12,3,316,319,136.835057,-23.588842597440213,-46.71269251064216,-23.604702342238852,-46.71794658217736
13,5,14,4,77,95,147.971793,-23.557273436225838,-46.67506569956685,-23.54725690284166,-46.70019790192483
13,4,14,4,82,95,249.02455600000002,-23.56712486114036,-46.69634169814336,-23.54725690284166,-46.70019790192483
13,5,13,2,77,342,287.494677,-23.557273436225838,-46.67506569956685,-23.579750240100946,-46.73699523078938
13,4,13,2,340,342,373.167374,-23.569854189884182,-46.71004467854865,-23.579750240100946,-46.73699523078938
13,3,13,2,341,342,47.410292,-23.57912904307653,-46.7205909696434,-23.579750240100946,-46.73699523078938
12,0,13,2,461,342,636.2918530000002,-23.617801665554943,-46.7800066648466,-23.579750240100946,-46.73699523078938
13,6,13,9,79,240,298.2383,-23.56021185850087,-46.66145170680025,-23.57731006994175,-46.60976525510742
14,5,13,9,90,240,274.495562,-23.52989313189888,-46.687119051769116,-23.57731006994175,-46.60976525510742
12,9,13,9,239,240,854.878402,-23.589821823255754,-46.613061755046566,-23.57731006994175,-46.60976525510742
13,5,12,6,80,66,84.261764,-23.56344238628397,-46.6851348752902,-23.610265690771875,-46.66824895045265
13,4,12,6,82,66,84.261764,-23.56712486114036,-46.69634169814336,-23.610265690771875,-46.66824895045265
13,13,12,6,211,66,69.2028,-23.573169169889606,-46.53895532919032,-23.610265690771875,-46.66824895045265
13,5,14,5,80,89,69.477848,-23.56344238628397,-46.6851348752902,-23.538737669473747,-46.69332868803129
13,5,14,5,83,89,399.646653,-23.554016374114113,-46.68856496706087,-23.538737669473747,-46.69332868803129
14,6,14,5,86,89,146.516745,-23.545538294182357,-46.674186139509146,-23.538737669473747,-46.69332868803129
13,4,14,3,82,102,44.560066,-23.56712486114036,-46.69634169814336,-23.53053161293498,-46.712812137340975
14,5,14,3,94,102,212.838905,-23.52642813043382,-46.67747834636447,-23.53053161293498,-46.712812137340975
13,5,14,4,83,101,399.646653,-23.554016374114113,-46.68856496706087,-23.533466267786004,-46.69982116214197
13,4,14,4,340,101,53.178093,-23.569854189884182,-46.71004467854865,-23.533466267786004,-46.69982116214197
14,6,14,6,84,86,25.790737,-23.536108068906398,-46.67116057783003,-23.545538294182357,-46.674186139509146
14,5,14,6,89,86,146.516745,-23.538737669473747,-46.69332868803129,-23.545538294182357,-46.674186139509146
14,6,16,4,84,125,73.654436,-23.536108068906398,-46.67116057783003,-23.475155503127798,-46.70369329712033
15,3,16,4,98,125,766.2609669999997,-23.51477572623617,-46.71664014252496,-23.475155503127798,-46.70369329712033
14,5,15,7,87,132,48.563755,-23.544253588094644,-46.68385889373289,-23.511609022783826,-46.63838494862088
15,8,15,7,130,132,43.674131,-23.506988846325182,-46.619513498497064,-23.511609022783826,-46.63838494862088
15,5,15,5,91,138,35.21422800000001,-23.517158161427393,-46.67987385873531,-23.50825141952859,-46.678391179445065
14,6,15,5,93,91,41.293237,-23.529652304052462,-46.666134635462925,-23.517158161427393,-46.67987385873531
15,5,15,5,138,91,35.21422800000001,-23.50825141952859,-46.678391179445065,-23.517158161427393,-46.67987385873531
14,6,15,6,93,92,6.339179,-23.529652304052462,-46.666134635462925,-23.520442560478067,-46.66260728371956
14,3,15,4,97,127,393.489521,-23.54356625722415,-46.720638745373314,-23.49732453611391,-46.69630619119486
14,4,15,3,100,98,76.944563,-23.523556500763288,-46.69945105976384,-23.51477572623617,-46.71664014252496
16,4,15,3,125,98,766.2609669999997,-23.475155503127798,-46.70369329712033,-23.51477572623617,-46.71664014252496
14,4,15,4,100,99,332.555635,-23.523556500763288,-46.69945105976384,-23.513940361057443,-46.70002484492282
14,4,14,3,100,104,332.555635,-23.523556500763288,-46.69945105976384,-23.52382391234469,-46.72583023763782
14,2,14,3,106,104,61.96971,-23.535877752681195,-46.738529145800506,-23.52382391234469,-46.72583023763782
14,2,14,3,107,104,77.449188,-23.526903205557684,-46.733371563394286,-23.52382391234469,-46.72583023763782
14,3,14,2,104,107,77.449188,-23.52382391234469,-46.72583023763782,-23.526903205557684,-46.733371563394286
13,1,14,2,335,107,96.707788,-23.5781689419068,-46.758285121389115,-23.526903205557684,-46.733371563394286
14,2,13,2,106,334,23.894121,-23.535877752681195,-46.738529145800506,-23.56903799951487,-46.746865337044255
14,2,14,2,106,338,300.802213,-23.535877752681195,-46.738529145800506,-23.541379818375827,-46.74627174419042
15,8,14,2,131,338,933.963888,-23.5155596279124,-46.62451900705316,-23.541379818375827,-46.74627174419042
14,2,13,1,107,335,96.707788,-23.526903205557684,-46.733371563394286,-23.5781689419068,-46.758285121389115
13,3,13,1,339,335,410.532709,-23.562060628265066,-46.727192339050816,-23.5781689419068,-46.758285121389115
16,3,15,2,109,111,1129.030892,-23.47410328064225,-46.72887533486463,-23.499473844056308,-46.738488247441204
15,2,16,3,111,109,1129.030892,-23.499473844056308,-46.738488247441204,-23.47410328064225,-46.72887533486463
17,4,15,6,122,140,485.014355,-23.454061639269923,-46.705841568756895,-23.493784564921256,-46.670719523749135
16,6,15,6,141,140,1014.86131,-23.47168217723682,-46.65894176907469,-23.493784564921256,-46.670719523749135
16,5,16,6,126,141,770.062452,-23.482083216349807,-46.685435537962285,-23.47168217723682,-46.65894176907469
15,6,16,6,140,141,1014.86131,-23.493784564921256,-46.670719523749135,-23.47168217723682,-46.65894176907469
15,8,15,8,131,130,27.047286,-23.5155596279124,-46.62451900705316,-23.506988846325182,-46.619513498497064
15,7,15,8,132,130,43.674131,-23.511609022783826,-46.63838494862088,-23.506988846325182,-46.619513498497064
15,8,15,9,135,163,1270.938503,-23.488967089052053,-46.618803069967115,-23.502661094217874,-46.60334819467893
16,9,15,9,152,163,271.691487,-23.48582824083169,-46.60325291055636,-23.502661094217874,-46.60334819467893
15,9,15,9,164,163,251.038326,-23.519084765660327,-46.601962863921216,-23.502661094217874,-46.60334819467893
15,6,16,11,136,156,422.958853,-23.508310764781104,-46.66014319218532,-23.46656379345557,-46.57858730069744
16,18,16,11,378,156,869.6128880000001,-23.46073895369359,-46.4437731887748,-23.46656379345557,-46.57858730069744
15,5,15,7,139,137,150.49383899999995,-23.49340443157553,-46.680177012182,-23.494762956567005,-46.6545867655588
15,6,17,4,140,122,485.014355,-23.493784564921256,-46.670719523749135,-23.454061639269923,-46.705841568756895
16,6,16,5,141,126,770.062452,-23.47168217723682,-46.65894176907469,-23.482083216349807,-46.685435537962285
16,7,17,9,145,147,1513.301118,-23.457785520242034,-46.64123038077164,-23.450498079975787,-46.608604815815255
17,9,16,7,147,145,1513.301118,-23.450498079975787,-46.608604815815255,-23.457785520242034,-46.64123038077164
17,8,18,10,148,149,350.106964,-23.45426602158071,-46.62354348067613,-23.399376101907702,-46.584895576641046
18,10,17,8,149,148,350.106964,-23.399376101907702,-46.584895576641046,-23.45426602158071,-46.62354348067613
17,10,17,11,151,155,423.042671,-23.45112528616478,-46.589254963197135,-23.448472986850657,-46.57316525434836
16,11,15,6,156,136,422.958853,-23.46656379345557,-46.57858730069744,-23.508310764781104,-46.66014319218532
16,11,16,18,156,378,869.6128880000001,-23.46656379345557,-46.57858730069744,-23.46073895369359,-46.4437731887748
15,18,16,18,196,378,489.938079,-23.518556425007887,-46.437047927719746,-23.46073895369359,-46.4437731887748
15,12,16,18,366,378,390.489116,-23.490641592213393,-46.54401198134564,-23.46073895369359,-46.4437731887748
16,11,15,10,157,158,355.589808,-23.47745756943014,-46.56477576756698,-23.48982833927619,-46.586606631211005
15,10,16,11,158,157,355.589808,-23.48982833927619,-46.586606631211005,-23.47745756943014,-46.56477576756698
15,10,15,11,162,161,849.2809259999999,-23.51851582686425,-46.589854004327755,-23.516518353867426,-46.56917904319626
15,9,15,11,164,161,856.4413460000003,-23.519084765660327,-46.601962863921216,-23.516518353867426,-46.56917904319626
15,9,15,8,163,135,1270.938503,-23.502661094217874,-46.60334819467893,-23.488967089052053,-46.618803069967115
15,9,16,9,163,152,271.691487,-23.502661094217874,-46.60334819467893,-23.48582824083169,-46.60325291055636
15,9,14,10,164,40,26.816054,-23.519084765660327,-46.601962863921216,-23.546568937815767,-46.5849742896901
15,9,15,9,164,165,57.298138,-23.519084765660327,-46.601962863921216,-23.51357411241457,-46.61346594578148
13,13,15,9,211,165,46.21054,-23.573169169889606,-46.53895532919032,-23.51357411241457,-46.61346594578148
14,11,14,12,167,208,659.6722589999998,-23.546229650616997,-46.57353232526871,-23.54518825819382,-46.54730045860329
14,11,15,12,169,170,653.114721,-23.530997330525786,-46.561217403043315,-23.521372053897945,-46.548289267519436
15,14,15,12,177,170,184.454506,-23.491912577798576,-46.52137598707579,-23.521372053897945,-46.548289267519436
15,12,14,11,170,169,653.114721,-23.521372053897945,-46.548289267519436,-23.530997330525786,-46.561217403043315
14,14,14,15,172,173,901.86707,-23.52387308377316,-46.51770813908769,-23.526803154710173,-46.49837622346982
14,15,14,14,173,172,901.86707,-23.526803154710173,-46.49837622346982,-23.52387308377316,-46.51770813908769
15,15,15,15,174,180,1013.937561,-23.500838443089513,-46.50281963185796,-23.490336959740358,-46.49043364369418
15,17,15,15,187,180,496.052163,-23.49025952304924,-46.46204047374546,-23.490336959740358,-46.49043364369418
15,15,15,15,180,174,1013.937561,-23.490336959740358,-46.49043364369418,-23.500838443089513,-46.50281963185796
15,15,15,17,180,187,496.052163,-23.490336959740358,-46.49043364369418,-23.49025952304924,-46.46204047374546
15,16,15,17,181,187,188.28099999999998,-23.496129719066605,-46.4769018671208,-23.49025952304924,-46.46204047374546
15,15,13,15,182,221,527.489716,-23.513867057440386,-46.50142552119679,-23.569097957694346,-46.49393349807952
15,15,17,17,182,375,529.529116,-23.513867057440386,-46.50142552119679,-23.435123972174665,-46.44744092956744
15,16,14,16,184,193,133.349946,-23.511946110506386,-46.4718590559133,-23.522011482928644,-46.46899223196173
15,17,15,16,187,181,188.28099999999998,-23.49025952304924,-46.46204047374546,-23.496129719066605,-46.4769018671208
14,16,15,16,193,184,133.349946,-23.522011482928644,-46.46899223196173,-23.511946110506386,-46.4718590559133
15,18,15,19,196,202,489.938079,-23.518556425007887,-46.437047927719746,-23.517964162113284,-46.41412484009247
15,17,15,18,197,198,137.25669,-23.49498980967544,-46.447200547878865,-23.496021633622085,-46.43688156553648
15,18,15,17,198,197,137.25669,-23.496021633622085,-46.43688156553648,-23.49498980967544,-46.447200547878865
16,19,15,19,199,201,3007.6960390000004,-23.483111939979693,-46.419803592086495,-23.502576559936234,-46.41659259669877
15,19,16,19,201,199,1532.724811,-23.502576559936234,-46.41659259669877,-23.483111939979693,-46.419803592086495
15,19,15,18,202,196,489.938079,-23.517964162113284,-46.41412484009247,-23.518556425007887,-46.437047927719746
16,18,15,18,378,196,489.938079,-23.46073895369359,-46.4437731887748,-23.518556425007887,-46.437047927719746
14,12,14,11,208,167,659.6722589999998,-23.54518825819382,-46.54730045860329,-23.546229650616997,-46.57353232526871
13,13,13,12,211,210,1505.188154,-23.573169169889606,-46.53895532919032,-23.56084773276319,-46.554269074264404
14,13,13,11,214,46,434.11258,-23.539493347336194,-46.53337717579237,-23.572671815740925,-46.564741282660826
13,15,15,15,221,182,527.489716,-23.569097957694346,-46.49393349807952,-23.513867057440386,-46.50142552119679
17,17,15,15,375,182,529.529116,-23.435123972174665,-46.44744092956744,-23.513867057440386,-46.50142552119679
12,18,12,14,232,262,282.357913,-23.60770996676486,-46.43434230377435,-23.598309834979354,-46.50700037600225
12,17,12,14,267,262,221.57488,-23.607930434353968,-46.46424461339068,-23.598309834979354,-46.50700037600225
12,17,12,16,233,264,893.9647669999997,-23.604298406505873,-46.449333716248375,-23.60634599324836,-46.48192879044729
11,18,12,16,234,264,382.376779,-23.631670719547092,-46.446011578896254,-23.60634599324836,-46.48192879044729
12,9,11,9,237,247,1846.718748,-23.596800041800627,-46.60141582945959,-23.64019490013597,-46.60562600627825
13,9,12,7,240,61,298.2383,-23.57731006994175,-46.60976525510742,-23.605366796560922,-46.64281357487962
13,9,12,9,240,239,854.878402,-23.57731006994175,-46.60976525510742,-23.589821823255754,-46.613061755046566
13,9,12,9,241,239,160.76378699999998,-23.580825840955477,-46.599968864174144,-23.589821823255754,-46.613061755046566
13,9,12,9,241,237,77.090777,-23.580825840955477,-46.599968864174144,-23.596800041800627,-46.60141582945959
11,9,12,9,247,237,1846.718748,-23.64019490013597,-46.60562600627825,-23.596800041800627,-46.60141582945959
12,10,12,9,242,243,491.136924,-23.602339782414674,-46.58852294919813,-23.617017668877534,-46.600668852425024
12,10,12,10,242,244,1382.626088,-23.602339782414674,-46.58852294919813,-23.61545835392776,-46.588494007836886
12,10,12,13,242,258,977.415264,-23.602339782414674,-46.58852294919813,-23.603837124634147,-46.53703224028157
12,10,12,13,253,258,31.621063,-23.591257199122506,-46.587641265907486,-23.603837124634147,-46.53703224028157
12,8,12,8,250,58,145.017124,-23.6155977891042,-46.62276265081659,-23.60629625871315,-46.631683830228354
12,10,13,11,253,254,34.457348,-23.591257199122506,-46.587641265907486,-23.58388530951603,-46.57619988719468
12,11,12,14,255,260,325.938186,-23.59891035661064,-46.566279520466026,-23.60839381332991,-46.516041507173746
12,14,11,14,259,428,314.077631,-23.617578003231625,-46.50813219471456,-23.62938908851305,-46.51571680903756
12,14,12,18,262,232,282.357913,-23.598309834979354,-46.50700037600225,-23.60770996676486,-46.43434230377435
12,14,12,17,262,267,221.57488,-23.598309834979354,-46.50700037600225,-23.607930434353968,-46.46424461339068
12,16,12,17,264,233,893.9647669999997,-23.60634599324836,-46.48192879044729,-23.604298406505873,-46.449333716248375
12,16,11,18,264,234,382.376779,-23.60634599324836,-46.48192879044729,-23.631670719547092,-46.446011578896254
11,5,10,6,268,277,66.958224,-23.63035835379099,-46.67768233205555,-23.661310475493714,-46.668988409630444
11,5,11,5,268,301,78.731319,-23.63035835379099,-46.67768233205555,-23.641094895900988,-46.6859517058564
10,7,9,8,278,455,519.412877,-23.67876744104285,-46.644348414341074,-23.686217973056326,-46.62186462754899
10,4,9,5,280,283,132.382264,-23.67093595082273,-46.6966029298312,-23.689297959218774,-46.68594918092275
10,3,9,3,286,287,378.794549,-23.668522198518094,-46.71512625923872,-23.690870061808024,-46.713130606531564
8,3,9,3,288,287,244.537178,-23.724281135796968,-46.716126471332224,-23.690870061808024,-46.713130606531564
9,4,9,3,289,287,796.30801,-23.709326985440946,-46.69608148157711,-23.690870061808024,-46.713130606531564
10,3,9,3,303,287,244.537178,-23.652962760990853,-46.71494183699383,-23.690870061808024,-46.713130606531564
9,3,10,3,287,286,378.794549,-23.690870061808024,-46.713130606531564,-23.668522198518094,-46.71512625923872
9,3,8,3,287,288,244.537178,-23.690870061808024,-46.713130606531564,-23.724281135796968,-46.716126471332224
9,3,9,4,287,289,796.30801,-23.690870061808024,-46.713130606531564,-23.709326985440946,-46.69608148157711
9,3,10,3,287,303,244.537178,-23.690870061808024,-46.713130606531564,-23.652962760990853,-46.71494183699383
13,4,10,3,317,303,20.247036,-23.58582506952466,-46.69965204223903,-23.652962760990853,-46.71494183699383
8,4,8,5,291,293,868.504826,-23.74541919564698,-46.711936247397155,-23.741891450380958,-46.688224740894434
5,4,8,5,298,293,1710.223829,-23.84612583156012,-46.702891622579244,-23.741891450380958,-46.688224740894434
8,5,8,4,293,291,868.504826,-23.741891450380958,-46.688224740894434,-23.74541919564698,-46.711936247397155
8,5,5,4,293,298,1710.223829,-23.741891450380958,-46.688224740894434,-23.84612583156012,-46.702891622579244
10,4,5,4,302,298,362.427651,-23.65179768292356,-46.69981862948846,-23.84612583156012,-46.702891622579244
5,4,10,4,298,302,362.427651,-23.84612583156012,-46.702891622579244,-23.65179768292356,-46.69981862948846
10,3,13,4,303,317,20.247036,-23.652962760990853,-46.71494183699383,-23.58582506952466,-46.69965204223903
13,3,13,4,339,317,20.247036,-23.562060628265066,-46.727192339050816,-23.58582506952466,-46.69965204223903
10,0,11,2,315,322,268.767697,-23.6619888196252,-46.78588561092861,-23.62609223678386,-46.74003288467454
12,4,12,3,316,329,809.350863,-23.588842597440213,-46.71269251064216,-23.59511401961469,-46.730553595696485
11,3,12,3,320,329,181.351088,-23.61956254637941,-46.717908050825635,-23.59511401961469,-46.730553595696485
11,2,10,0,322,315,268.767697,-23.62609223678386,-46.74003288467454,-23.6619888196252,-46.78588561092861
11,1,12,1,325,460,488.487492,-23.631640252666703,-46.76453505398435,-23.608100477411963,-46.765938117203675
11,1,12,0,326,461,416.053521,-23.622906708302327,-46.753555104616545,-23.617801665554943,-46.7800066648466
13,2,12,0,342,461,636.2918530000002,-23.579750240100946,-46.73699523078938,-23.617801665554943,-46.7800066648466
12,3,11,3,329,320,181.351088,-23.59511401961469,-46.730553595696485,-23.61956254637941,-46.717908050825635
13,1,14,1,336,337,190.754211,-23.568098021091966,-46.7649921773711,-23.548115673686787,-46.752661426661746
14,1,13,1,337,336,190.754211,-23.548115673686787,-46.752661426661746,-23.568098021091966,-46.7649921773711
13,3,13,8,339,19,226.236403,-23.562060628265066,-46.727192339050816,-23.57113794125981,-46.619428664887415
13,3,13,3,339,341,203.695279,-23.562060628265066,-46.727192339050816,-23.57912904307653,-46.7205909696434
13,2,13,3,342,341,47.410292,-23.579750240100946,-46.73699523078938,-23.57912904307653,-46.7205909696434
16,14,17,13,363,371,931.793771,-23.460278738308048,-46.52077973546129,-23.43867956849377,-46.52470690217445
16,14,17,13,365,370,62.58819200000001,-23.47068119607276,-46.50548220081203,-23.448964312077063,-46.54070943388078
16,12,17,15,367,373,900.950372,-23.475090760991968,-46.542264730137845,-23.429625343728446,-46.502237685634306
17,13,16,14,370,365,62.58819200000001,-23.448964312077063,-46.54070943388078,-23.47068119607276,-46.50548220081203
17,13,16,14,371,363,931.793771,-23.43867956849377,-46.52470690217445,-23.460278738308048,-46.52077973546129
17,15,16,12,373,367,900.950372,-23.429625343728446,-46.502237685634306,-23.475090760991968,-46.542264730137845
16,18,15,12,378,366,390.489116,-23.46073895369359,-46.4437731887748,-23.490641592213393,-46.54401198134564
11,11,10,12,417,425,422.039267,-23.622346823404804,-46.565663729399205,-23.652256327384208,-46.55694480406892
11,11,10,12,420,425,422.039267,-23.6226570233315,-46.57870266447506,-23.652256327384208,-46.55694480406892
11,11,11,11,419,420,39.040178,-23.639878552686863,-46.57261940335541,-23.6226570233315,-46.57870266447506
10,12,11,11,425,420,422.039267,-23.652256327384208,-46.55694480406892,-23.6226570233315,-46.57870266447506
11,11,10,11,419,447,58.624799,-23.639878552686863,-46.57261940335541,-23.65938651624465,-46.56825974123236
10,10,10,11,446,447,380.524641,-23.66206693076889,-46.590751465863676,-23.65938651624465,-46.56825974123236
11,11,11,11,420,419,39.040178,-23.6226570233315,-46.57870266447506,-23.639878552686863,-46.57261940335541
10,11,11,11,447,419,58.624799,-23.65938651624465,-46.56825974123236,-23.639878552686863,-46.57261940335541
10,13,11,12,422,426,110.224473,-23.656729733560724,-46.52864028429288,-23.63888674374561,-46.545956922316435
9,12,11,12,448,426,439.438816,-23.684456562239166,-46.55381184020689,-23.63888674374561,-46.545956922316435
10,13,9,13,422,432,1022.83407,-23.656729733560724,-46.52864028429288,-23.687922227937825,-46.524173294413394
10,13,8,15,422,433,740.297128,-23.656729733560724,-46.52864028429288,-23.734844367236,-46.489697083844796
10,15,8,15,431,433,1545.652664,-23.67703639242013,-46.498747913776825,-23.734844367236,-46.489697083844796
10,12,11,11,425,417,422.039267,-23.652256327384208,-46.55694480406892,-23.622346823404804,-46.565663729399205
11,12,10,13,426,422,110.224473,-23.63888674374561,-46.545956922316435,-23.656729733560724,-46.52864028429288
9,13,10,13,432,422,1022.83407,-23.687922227937825,-46.524173294413394,-23.656729733560724,-46.52864028429288
8,15,10,13,433,422,740.297128,-23.734844367236,-46.489697083844796,-23.656729733560724,-46.52864028429288
11,12,9,12,426,448,439.438816,-23.63888674374561,-46.545956922316435,-23.684456562239166,-46.55381184020689
11,14,12,14,428,259,314.077631,-23.62938908851305,-46.51571680903756,-23.617578003231625,-46.50813219471456
11,14,11,13,430,427,207.910447,-23.65059369129188,-46.50993134821998,-23.6232589912625,-46.535008212294436
8,15,10,15,433,431,1545.652664,-23.734844367236,-46.489697083844796,-23.67703639242013,-46.498747913776825
10,10,9,10,446,457,821.015584,-23.66206693076889,-46.590751465863676,-23.69127950986635,-46.59255368095876
7,9,9,10,454,457,572.44216,-23.75347215717972,-46.60954003874017,-23.69127950986635,-46.59255368095876
10,11,10,10,447,446,380.524641,-23.65938651624465,-46.56825974123236,-23.66206693076889,-46.590751465863676
9,10,10,10,457,446,821.015584,-23.69127950986635,-46.59255368095876,-23.66206693076889,-46.590751465863676
7,12,7,9,452,454,835.873992,-23.762258719407395,-46.545726706101476,-23.75347215717972,-46.60954003874017
9,10,7,9,457,454,572.44216,-23.69127950986635,-46.59255368095876,-23.75347215717972,-46.60954003874017
9,9,7,9,458,454,1132.46045,-23.699802442744346,-46.612460862653066,-23.75347215717972,-46.60954003874017
7,9,7,12,454,452,835.873992,-23.75347215717972,-46.60954003874017,-23.762258719407395,-46.545726706101476
7,9,9,9,454,458,1132.46045,-23.75347215717972,-46.60954003874017,-23.699802442744346,-46.612460862653066
9,8,10,7,455,278,1023.498524,-23.686217973056326,-46.62186462754899,-23.67876744104285,-46.644348414341074
12,1,11,1,460,325,488.487492,-23.608100477411963,-46.765938117203675,-23.631640252666703,-46.76453505398435
12,0,11,1,461,326,416.053521,-23.617801665554943,-46.7800066648466,-23.622906708302327,-46.753555104616545
13,0,14,0,491,492,272.413783,-23.56031570843382,-46.774058979735926,-23.54141173477571,-46.78633220056241
14,0,15,1,498,501,483.248368,-23.525491454640132,-46.770408821797965,-23.51043840119537,-46.762849580177004
15,1,14,0,501,498,483.248368,-23.51043840119537,-46.762849580177004,-23.525491454640132,-46.770408821797965
